y,alpha,beta
0,671,614
0,249,580
1,450,791
1,554,299
1,421,199
0,211,350
0,263,526
1,814,281
1,503,655
0,556,462
1,415,640
1,595,774
1,649,780
1,376,265
1,317,247
0,547,440
1,460,558
0,165,457
1,859,428
1,751,591
1,853,573
1,517,651
1,612,796
1,135,841
1,795,500
0,678,474
1,448,550
1,636,250
1,649,792
0,602,381
1,808,665
1,528,205
1,604,782
1,767,291
1,465,214
1,670,818
0,211,515
1,165,850
1,443,309
1,386,711
1,632,287
1,414,208
1,445,503
1,515,537
1,451,760
1,222,176
1,365,298
0,359,587
1,743,774
0,650,515
1,816,485
0,291,507
0,235,551
1,250,865
0,357,604
1,690,737
0,200,659
0,624,453
1,647,262
1,862,556
1,399,641
0,301,589
1,509,607
1,556,295
0,697,438
0,697,424
0,198,622
1,463,700
1,424,509
1,194,864
1,598,793
1,652,311
1,445,292
0,606,518
0,696,356
0,689,598
1,741,746
1,326,837
1,664,789
1,749,709
1,843,628
1,340,823
0,291,618
0,639,518
0,455,411
1,395,750
0,608,588
0,258,444
1,273,707
1,185,812
1,601,832
1,676,721
1,302,702
1,241,236
1,589,319
0,223,502
1,245,166
1,692,285
0,732,375
0,300,469
0,193,617
1,363,287
0,236,473
0,463,443
0,643,520
1,580,827
0,668,590
1,530,296
1,635,783
1,586,308
0,317,632
1,288,278
1,522,335
0,164,257
1,190,207
1,601,254
1,310,289
0,286,422
1,165,809
0,292,581
1,310,784
1,584,248
0,665,384
1,379,747
1,528,238
0,172,322
0,342,368
1,310,848
1,637,810
1,183,189
1,300,301
1,796,483
1,190,144
0,246,627
1,299,302
1,302,262
1,190,716
0,647,441
1,485,313
1,410,526
1,888,578
0,714,501
0,156,326
1,566,218
1,840,333
1,155,772
0,700,566
1,567,706
1,488,340
1,675,773
0,663,391
0,224,492
1,484,327
1,544,262
0,509,401
0,285,540
1,390,676
0,511,401
1,529,728
1,426,532
0,332,583
1,345,771
0,610,386
0,692,567
0,296,592
1,269,703
0,710,468
1,707,244
1,562,749
0,727,536
1,574,325
0,199,446
0,215,585
1,343,727
1,176,743
0,307,455
1,585,254
1,387,667
1,796,229
1,193,726
0,152,569
1,604,310
1,250,872
0,187,396
1,269,294
0,570,676
1,692,756
1,743,673
1,680,714
1,440,506
0,316,596
1,560,233
0,190,597
0,194,581
0,488,397
1,852,357
1,141,786
1,426,219
1,527,288
1,896,489
0,589,410
1,425,340
1,376,258
1,814,571
1,676,247
0,570,423
0,180,263
1,791,397
1,423,308
1,519,292
0,688,476
1,531,367
1,413,243
0,588,472
1,440,342
1,455,535
0,319,630
0,286,401
1,362,733
0,249,427
1,696,266
1,199,864
1,257,286
1,167,783
1,278,187
0,608,407
1,433,549
1,447,292
1,803,267
0,154,685
0,228,338
0,611,393
0,699,411
1,759,290
0,237,596
1,400,729
1,762,595
0,170,253
0,286,462
0,144,636
0,266,551
1,210,708
0,692,409
1,266,185
1,776,720
0,692,500
1,254,148
1,763,703
0,222,501
1,325,706
1,501,626
1,243,829
1,517,312
1,741,728
1,428,346
0,637,424
1,723,690
0,626,549
0,384,443
0,701,505
1,214,840
0,604,570
1,223,785
1,824,666
1,488,661
1,831,662
0,157,436
0,301,572
1,496,222
1,751,200
1,741,221
1,281,216
1,401,298
1,157,853
1,439,754
0,331,598
1,457,329
1,812,245
1,685,244
1,594,822
1,231,224
1,577,308
1,142,753
0,608,574
1,446,241
1,361,311
1,371,768
1,697,802
0,378,435
0,614,572
1,772,672
1,279,737
1,325,816
0,360,373
0,638,622
1,529,250
0,655,512
0,686,414
1,818,320
1,357,518
1,746,283
1,454,551
1,768,708
1,283,712
1,424,804
1,534,570
0,158,259
0,596,607
1,529,575
1,416,220
1,479,652
1,430,621
1,259,282
1,537,324
0,296,436
1,267,275
1,790,458
0,201,395
1,556,805
1,741,757
1,409,516
1,607,733
1,796,559
1,217,224
0,143,551
1,581,715
0,369,427
1,785,206
1,236,221
1,798,487
1,147,801
1,524,200
0,286,617
1,419,766
1,599,726
1,686,794
0,251,506
0,327,629
1,709,765
1,749,604
1,691,241
1,743,664
1,693,810
1,340,205
1,732,274
1,841,406
0,634,638
0,577,648
1,488,775
0,656,446
1,765,254
1,524,567
1,692,309
0,707,562
1,641,754
0,671,433
1,897,512
0,676,601
0,233,488
0,265,379
1,763,657
0,609,413
1,161,795
0,156,470
1,334,273
1,601,232
1,789,288
1,687,798
1,362,789
1,181,827
1,480,757
0,320,372
1,155,894
1,749,265
1,295,725
1,204,151
0,269,508
1,635,308
0,202,480
0,190,641
1,583,268
1,845,657
1,292,740
0,205,397
1,384,713
0,470,432
0,231,589
1,411,732
1,461,640
0,329,399
1,338,830
1,372,294
0,644,526
0,656,578
1,353,800
0,170,537
1,498,281
1,879,504
1,682,304
1,420,762
1,306,805
0,312,569
1,865,352
1,363,668
1,464,668
1,299,777
0,212,609
0,204,529
1,857,650
1,635,235
0,639,412
1,595,823
1,559,721
1,387,705
1,821,264
1,794,281
0,183,531
1,210,153
1,799,485
1,465,328
1,456,503
1,762,473
1,201,232
1,129,835
1,868,478
1,781,694
1,428,548
0,705,439
1,884,365
1,491,339
1,379,545
0,165,589
1,382,329
1,203,901
0,683,375
0,585,652
1,837,603
1,657,179
0,659,561
1,263,292
1,484,664
1,293,812
1,828,379
1,190,897
0,216,331
0,579,484
1,461,238
0,224,409
0,243,519
0,255,466
1,392,685
1,669,828
1,633,827
1,847,412
1,769,724
1,245,875
1,298,240
0,182,560
1,695,245
1,798,610
1,411,756
0,161,400
1,222,886
1,250,766
0,360,614
1,848,414
0,154,612
0,363,432
0,153,340
1,148,813
1,805,597
0,254,620
0,682,600
1,430,220
0,170,441
0,419,428
0,373,424
1,816,296
1,209,815
1,609,206
1,238,828
0,297,571
1,387,256
1,520,628
0,282,426
1,882,435
1,823,245
0,169,625
0,208,477
0,717,526
1,301,294
0,242,376
1,233,834
1,875,539
1,735,715
0,182,504
1,759,654
1,229,251
1,513,226
0,194,628
0,171,680
0,498,394
0,234,530
1,845,247
1,860,373
0,440,406
0,251,478
1,202,732
0,302,459
1,456,501
1,207,232
1,805,289
1,796,260
1,822,533
0,184,286
1,882,442
0,196,561
1,425,278
1,394,333
1,715,747
0,469,382
1,297,777
1,624,208
1,386,745
0,189,395
1,395,676
0,368,433
1,441,236
0,558,402
1,742,697
1,487,519
1,295,756
1,138,785
0,377,437
1,526,744
0,159,426
1,143,840
0,635,384
1,310,823
1,495,200
0,154,574
1,893,450
1,232,717
1,244,713
0,722,388
1,429,237
1,505,327
1,836,528
0,146,597
1,435,603
1,345,191
0,670,461
0,358,373
1,624,298
0,145,289
1,328,767
1,768,652
0,484,410
1,481,751
0,158,433
1,267,807
1,378,508
0,250,436
1,411,544
1,856,469
1,400,517
1,729,237
1,792,518
0,188,329
0,619,540
1,408,797
1,342,780
0,445,438
0,507,427
0,454,439
0,249,501
1,637,785
0,329,593
1,520,552
0,218,647
1,168,873
0,186,540
1,403,793
1,160,797
1,167,846
0,261,578
1,429,587
0,192,594
0,278,566
1,359,190
1,605,757
0,280,494
1,371,318
1,252,148
0,602,382
0,172,389
0,642,591
0,304,538
0,611,548
1,721,692
0,334,576
0,685,524
1,445,291
1,795,738
1,783,588
1,319,695
1,458,794
0,245,414
0,273,523
0,201,609
1,333,824
1,183,727
0,246,595
1,261,202
1,532,548
1,213,784
0,163,503
1,861,558
1,859,569
1,709,785
1,646,232
0,422,388
0,140,600
1,588,776
1,538,796
1,472,561
1,799,271
0,569,472
1,588,268
0,178,625
1,564,727
0,692,632
1,566,771
1,754,451
1,261,176
1,306,721
0,158,335
1,286,304
1,454,638
0,649,548
0,571,455
1,440,619
1,430,317
0,705,348
0,679,510
1,760,754
0,221,640
1,543,735
0,203,640
1,768,587
0,419,408
1,172,816
0,651,393
1,804,526
1,540,339
1,628,232
0,142,661
1,454,615
1,666,302
0,673,465
0,184,394
1,439,612
1,454,754
0,593,490
1,373,265
0,712,395
1,847,669
1,513,337
1,780,631
0,206,649
1,889,388
0,303,548
0,430,397
1,400,348
1,581,220
1,501,536
1,521,790
1,456,804
1,426,251
0,197,318
1,384,743
0,313,573
0,260,472
1,790,702
1,709,267
1,776,481
0,240,462
0,332,620
1,746,254
1,388,737
1,697,255
1,415,503
1,816,479
0,219,546
1,276,299
1,788,248
1,889,540
1,228,798
1,219,898
1,668,763
1,618,748
1,734,687
1,383,299
0,562,476
1,146,811
0,302,577
1,643,280
1,522,358
1,219,223
1,409,624
1,688,725
1,218,122
1,253,851
1,219,713
0,606,424
0,651,533
1,554,250
1,463,633
0,243,572
1,131,814
0,233,652
1,232,252
0,150,592
1,244,111
1,160,871
1,271,796
1,259,177
1,237,716
0,149,665
1,487,636
0,728,380
1,541,328
1,807,544
1,420,629
1,689,756
1,567,328
1,388,789
0,203,471
0,233,399
0,294,368
1,245,280
1,152,891
1,844,343
1,598,240
0,587,397
1,289,205
1,200,148
1,866,610
1,745,667
1,792,611
0,228,340
0,662,583
1,231,884
1,732,694
1,542,276
0,275,383
1,845,261
1,854,398
0,303,480
0,337,402
1,254,252
0,663,413
1,867,544
0,604,444
1,448,515
1,782,276
1,171,882
1,755,716
1,775,238
1,513,604
1,846,505
1,482,224
1,132,821
0,584,479
1,186,186
1,486,727
0,572,673
1,202,156
1,463,732
1,736,309
1,571,330
1,800,247
1,894,473
1,627,816
1,892,439
1,539,731
1,859,500
1,471,581
1,518,754
0,681,414
0,192,505
0,616,511
0,154,519
1,486,492
0,244,645
0,643,606
1,285,211
1,739,623
1,470,335
1,664,191
0,650,413
1,564,806
0,272,582
1,683,293
1,882,577
1,532,218
1,823,610
0,684,613
1,842,401
1,416,499
0,182,344
0,319,636
1,467,793
1,363,549
0,191,283
1,379,808
1,842,657
1,473,196
1,851,610
1,653,715
0,236,435
1,682,183
1,453,639
1,362,218
1,189,843
0,229,580
0,188,678
0,322,440
1,355,287
0,600,499
1,516,744
0,662,611
1,505,328
1,780,206
1,491,722
1,379,644
0,153,427
1,796,347
1,445,656
0,559,481
0,152,426
0,251,386
1,247,788
1,153,889
0,507,433
1,759,314
0,292,526
1,839,629
1,788,595
0,392,431
1,714,724
0,233,434
0,227,622
1,637,770
0,670,407
1,548,305
1,537,540
0,677,421
1,242,786
1,584,296
0,571,445
1,234,220
1,843,681
1,368,292
0,253,644
1,536,361
1,877,575
1,830,280
0,272,459
1,502,493
1,788,727
1,336,285
1,597,741
1,878,488
1,476,277
1,654,809
0,179,664
1,339,187
1,264,708
1,371,210
1,488,780
1,130,775
1,199,773
1,779,683
1,454,577
1,597,753
1,859,522
1,698,265
1,759,584
1,751,778
1,374,328
1,425,770
1,471,670
1,294,184
0,317,485
1,690,292
1,456,604
0,285,609
1,212,252
0,188,513
0,302,433
1,287,779
1,337,295
0,164,402
0,637,357
0,716,568
1,495,186
1,672,790
1,512,749
1,833,270
0,606,494
0,242,516
1,404,321
1,824,364
0,154,441
1,802,693
0,605,503
0,250,498
0,309,451
1,362,809
1,632,269
1,736,686
1,788,261
0,275,521
1,363,261
1,703,730
0,292,551
0,407,390
1,765,614
1,504,257
1,230,832
0,703,527
1,800,564
1,780,750
1,841,463
0,284,543
1,680,197
1,345,239
1,740,285
1,563,725
0,648,534
1,551,778
1,741,244
1,257,243
1,731,277
1,403,670
1,220,120
1,716,240
0,342,595
1,507,530
0,294,559
0,252,514
0,703,390
0,584,492
1,751,642
1,750,671
0,180,631
1,783,622
0,652,353
1,153,751
1,801,641
1,865,259
0,715,529
1,131,825
1,677,326
1,211,826
1,702,777
1,482,239
0,383,419
1,413,503
1,658,216
0,703,479
0,179,330
1,646,707
0,576,648
1,380,209
1,765,730
1,771,476
1,526,215
1,199,230
1,256,797
0,613,404
1,283,859
1,473,589
0,262,507
1,481,549
1,700,280
1,460,225
1,662,217
1,306,772
1,653,303
0,306,595
1,643,275
0,601,406
1,857,415
1,213,879
1,362,223
1,871,554
0,264,604
0,304,508
1,477,340
0,166,351
1,509,327
1,779,624
0,672,611
0,181,510
0,151,356
0,621,398
1,481,665
1,191,897
1,805,344
1,380,237
0,147,438
1,213,851
1,671,225
0,240,380
1,474,712
1,447,773
0,687,611
1,550,784
0,682,344
1,277,833
0,306,474
1,464,611
1,222,273
0,206,563
1,604,240
1,670,252
1,397,281
1,434,280
0,142,616
1,340,264
0,152,359
0,682,418
1,692,321
0,657,369
1,352,240
1,390,678
1,494,317
1,871,283
1,181,810
0,629,447
1,419,304
1,633,809
1,324,784
1,843,661
0,533,452
0,333,367
0,137,616
0,180,486
1,548,201
1,597,835
0,256,532
0,642,512
1,681,225
0,611,645
1,327,281
1,688,814
1,521,369
1,557,777
0,250,612
0,659,439
1,664,186
1,193,157
1,367,758
1,430,758
1,698,810
1,453,668
1,802,369
0,515,437
0,241,576
1,824,652
1,688,296
1,766,755
0,235,420
0,154,439
1,367,536
1,373,804
0,574,441
1,192,188
1,477,506
1,577,285
0,193,277
1,367,530
0,156,522
0,294,578
1,785,725
1,499,211
1,601,245
1,348,681
1,275,210
0,307,427
1,289,763
1,433,617
1,319,289
0,328,446
0,194,481
1,497,659
1,745,597
1,527,743
1,764,218
1,767,699
0,380,398
0,221,574
0,252,376
1,613,302
0,210,667
1,775,515
1,672,195
1,785,545
0,683,428
1,429,705
0,229,386
1,704,243
1,518,293
1,614,753
1,182,881
1,733,280
0,295,567
1,326,697
1,467,314
0,189,351
1,428,678
1,849,321
0,194,456
0,680,378
1,890,491
0,179,272
0,190,616
1,432,640
0,219,507
1,456,581
0,586,500
0,313,402
1,757,578
0,702,395
1,484,584
0,134,673
1,455,266
1,465,797
1,348,541
1,843,544
1,786,214
1,447,299
1,249,230
1,521,309
1,837,332
1,232,830
1,297,711
1,719,261
1,685,208
0,244,381
1,837,352
1,199,840
0,141,600
1,784,723
1,806,556
1,150,854
1,579,818
1,701,253
1,506,272
0,614,459
1,479,718
1,436,693
1,801,638
0,149,497
1,671,779
1,859,296
0,683,353
1,883,473
0,230,625
1,482,737
1,638,812
0,164,493
1,880,518
1,614,764
0,602,555
0,176,277
1,168,833
1,456,653
1,852,592
0,156,674
1,331,223
1,264,809
1,441,640
1,315,813
0,223,388
1,760,606
1,566,744
0,694,381
1,420,680
0,201,436
0,306,594
1,828,644
1,559,765
1,753,443
0,231,573
0,633,640
0,625,439
1,750,308
1,494,525
1,345,800
1,493,195
0,674,446
1,513,629
0,243,375
0,617,499
1,746,264
1,437,227
1,700,234
1,829,369
0,654,527
1,602,200
1,837,339
1,775,199
1,390,279
0,154,538
0,197,516
1,487,213
1,268,818
1,806,473
0,683,518
1,493,524
1,767,311
1,850,221
1,779,293
1,573,256
1,777,326
1,835,236
1,218,805
1,392,664
0,175,275
1,539,736
1,431,619
0,693,603
0,161,596
1,236,846
1,853,631
1,751,218
1,591,715
1,388,712
1,358,685
0,176,257
0,223,656
0,403,399
1,657,196
1,339,741
1,694,239
1,585,789
1,403,285
1,377,517
0,365,414
0,323,595
0,608,667
1,847,259
1,873,286
1,238,822
1,264,162
1,271,153
1,516,563
1,390,231
1,289,766
0,176,278
0,700,543
0,708,489
1,793,733
1,393,767
1,890,503
1,787,224
1,593,278
0,191,442
1,764,460
0,609,607
1,232,782
1,870,484
0,186,637
1,761,728
1,159,885
0,644,406
1,628,227
1,318,785
1,274,224
1,516,527
1,481,575
0,719,555
1,343,801
1,193,180
1,487,307
1,653,798
1,125,775
1,824,322
1,381,268
1,555,333
1,511,734
1,298,720
0,304,570
1,428,672
1,890,381
0,194,588
1,668,813
1,333,305
1,613,225
1,223,784
0,528,413
1,489,235
0,170,353
0,252,381
1,727,253
0,162,598
1,859,374
0,670,412
0,318,455
1,372,515
1,873,503
1,488,565
0,479,422
0,334,414
0,212,448
1,842,389
1,388,326
1,715,802
1,210,172
1,433,675
0,163,414
0,672,507
1,685,242
0,192,588
0,383,441
1,673,816
1,703,753
1,685,274
1,272,799
1,615,205
1,321,234
1,730,795
1,612,233
1,761,753
1,562,778
1,464,663
1,487,706
1,619,807
0,257,510
0,165,256
1,351,717
1,309,843
1,284,703
1,420,742
1,811,296
1,426,776
1,467,701
0,156,641
1,320,736
0,155,400
1,771,312
1,857,244
1,509,218
0,144,535
1,596,295
1,149,833
0,577,408
1,452,343
1,840,512
1,425,652
0,609,400
1,230,839
1,543,559
1,705,203
0,603,523
0,193,669
1,654,805
1,802,340
1,320,211
0,152,351
1,225,824
1,375,510
0,165,500
1,845,544
1,784,260
1,556,751
1,802,596
1,447,249
1,313,793
0,297,493
0,712,344
1,521,573
1,830,580
1,521,524
1,603,771
1,507,190
1,197,167
0,493,440
1,681,277
1,838,331
0,160,515
1,652,831
1,821,238
1,743,681
1,297,713
0,646,428
0,205,643
1,672,314
1,401,278
1,519,763
1,548,806
0,610,416
1,389,207
0,295,392
1,195,189
1,288,189
1,447,644
1,839,347
1,269,143
1,790,722
1,534,229
1,621,762
0,205,606
1,631,818
1,208,739
1,315,200
0,171,546
1,650,179
0,493,393
0,680,376
1,230,860
0,196,461
1,790,499
0,532,458
0,193,582
1,387,646
1,781,725
1,746,708
1,408,293
0,594,439
1,810,429
1,896,494
1,595,766
0,376,386
0,667,519
1,403,784
1,297,730
1,787,504
1,313,725
0,318,570
1,128,805
1,402,542
1,653,236
0,704,406
0,215,663
1,778,692
1,825,578
1,316,687
1,740,212
1,801,534
0,234,353
0,206,443
0,252,399
1,564,348
1,776,652
1,365,780
1,850,472
1,775,269
1,599,753
0,295,563
1,757,694
0,266,609
1,708,737
1,282,851
0,266,593
1,841,323
1,301,253
0,706,480
0,158,478
0,444,431
1,258,152
1,767,260
0,280,483
0,173,613
1,526,240
0,180,553
1,811,664
1,679,795
1,467,272
0,439,426
1,349,768
1,324,747
1,865,480
0,613,454
1,581,264
1,786,410
0,211,491
1,324,218
0,191,631
1,473,255
1,338,267
0,243,633
1,241,760
0,169,343
0,250,432
1,659,248
1,559,224
0,667,560
0,223,385
1,431,323
0,153,414
1,609,832
0,355,388
1,500,511
0,683,642
0,331,576
1,324,790
1,504,258
1,205,208
1,465,311
1,441,215
0,171,392
1,374,304
1,876,354
1,383,232
1,200,868
1,526,554
1,245,270
1,530,572
1,422,763
1,762,216
1,792,526
1,403,301
1,863,456
1,211,758
1,677,235
0,171,607
0,300,597
1,533,357
0,671,486
1,501,783
1,713,737
1,842,515
1,778,620
0,638,469
1,407,313
1,283,275
0,270,608
1,856,388
1,332,685
1,796,384
1,393,792
1,885,464
1,290,857
0,443,442
1,445,252
1,691,790
1,408,761
1,828,495
1,849,529
1,360,705
1,779,627
1,446,785
1,182,804
1,451,489
1,748,688
1,519,604
0,271,479
1,812,304
0,259,592
1,739,705
1,420,222
0,294,635
1,818,242
0,684,621
1,470,645
1,188,187
0,606,378
1,525,252
0,702,369
1,679,236
0,643,368
1,398,809
1,788,442
1,325,733
0,717,560
0,209,418
0,636,569
0,340,403
1,817,707
1,466,730
1,825,646
0,497,418
1,468,494
1,463,736
1,475,789
1,319,827
1,500,710
1,296,715
0,145,493
1,828,340
0,720,410
0,304,402
1,831,524
1,441,760
1,660,299
0,210,577
1,290,803
0,168,538
1,599,812
1,863,567
1,601,799
0,180,487
0,264,550
1,246,172
1,822,559
0,331,442
0,536,434
1,339,766
1,326,801
1,160,849
1,841,271
1,686,270
1,848,683
0,405,407
0,685,437
0,310,547
1,749,234
1,818,356
1,709,296
1,790,259
0,191,456
0,334,380
1,621,812
1,515,266
1,306,737
1,203,838
0,737,373
0,357,621
0,405,424
0,658,631
1,588,227
1,852,363
0,350,580
1,452,312
0,276,613
0,200,590
1,519,332
0,256,496
1,489,533
0,639,479
1,841,676
0,292,382
1,784,257
1,794,414
1,807,288
0,226,578
1,670,315
0,263,543
1,756,449
1,285,295
0,172,366
1,434,764
0,150,553
0,355,596
1,583,206
1,177,830
1,380,782
0,347,388
0,226,429
1,639,229
1,852,673
1,225,767
1,680,206
0,168,525
1,825,661
1,851,478
1,830,313
1,854,406
1,140,800
1,856,637
1,419,726
0,244,613
0,295,587
0,160,617
0,382,420
1,807,703
1,401,329
1,411,495
1,565,272
1,808,215
1,494,613
1,207,132
1,455,613
1,760,577
1,482,211
1,581,767
1,493,329
1,219,882
1,837,609
1,361,739
0,384,440
1,595,805
0,637,612
1,876,579
1,412,752
1,530,641
1,539,235
1,372,811
1,841,574
1,746,693
0,305,433
0,652,390
0,488,428
0,647,660
1,828,332
1,861,649
1,839,280
1,544,317
1,731,201
0,592,486
1,217,115
1,214,213
0,620,509
0,146,607
0,156,624
1,774,249
1,237,731
1,740,612
1,301,705
1,171,833
1,252,109
0,187,423
1,415,635
0,699,599
0,256,518
1,209,819
1,736,743
1,851,599
1,230,840
1,375,518
1,816,276
0,549,415
0,181,469
0,277,535
0,197,588
1,470,295
0,281,512
1,815,450
1,212,728
1,776,523
0,186,464
1,858,343
0,368,442
0,263,363
1,744,299
1,479,511
1,231,158
1,318,305
1,827,639
1,164,851
1,638,180
1,185,848
1,241,737
0,389,392
1,830,379
1,793,592
