y,alpha,beta
0,509,101
0,663,269
1,573,648
0,257,148
0,745,731
1,677,634
0,673,928
1,603,448
0,262,147
0,241,863
0,907,798
0,940,32
0,207,938
0,892,668
0,714,101
0,731,446
0,778,407
0,706,4
1,604,748
0,220,16
0,637,208
0,65,245
0,743,503
0,874,375
0,510,370
0,133,317
0,370,944
0,723,205
0,912,400
0,882,239
0,247,873
0,879,179
0,733,260
0,815,287
0,545,828
0,930,990
0,168,824
0,91,577
0,263,629
0,986,433
0,941,620
0,97,175
0,9,175
0,155,481
0,146,969
0,517,200
0,209,216
0,65,496
0,97,229
0,878,659
0,369,688
0,342,847
0,451,135
0,356,715
0,102,971
0,192,528
0,793,276
0,232,529
0,51,695
0,959,661
0,515,887
1,406,477
0,473,29
0,52,248
0,272,626
0,15,700
0,738,301
0,142,309
0,343,782
0,946,951
0,147,487
0,242,213
0,53,829
0,848,885
0,972,423
0,112,704
0,424,221
0,11,103
0,130,83
1,533,457
0,359,883
0,916,659
1,491,506
0,959,886
0,337,214
0,509,372
0,681,68
0,966,612
0,67,756
0,888,86
0,209,177
0,493,283
0,13,497
0,282,363
0,279,806
0,814,337
0,891,112
0,29,984
0,594,821
0,501,820
0,981,207
0,603,255
0,238,29
0,896,881
0,302,76
0,285,268
0,817,367
0,310,372
0,901,186
1,645,805
0,327,228
0,689,270
1,469,508
0,804,447
1,551,322
0,385,531
1,418,412
0,711,979
0,655,133
0,270,783
1,364,290
0,554,458
1,496,369
0,770,310
0,626,759
0,129,215
0,189,379
1,803,756
0,784,310
0,100,223
0,874,392
0,195,285
0,89,790
0,53,526
0,267,809
0,921,839
0,13,382
1,248,534
0,921,24
0,330,375
0,952,904
0,908,119
0,970,735
0,285,297
1,804,771
0,842,605
0,958,985
0,169,648
0,966,360
0,45,300
0,174,359
0,607,594
0,112,261
0,636,108
0,982,714
0,51,724
0,146,641
0,15,529
0,780,408
0,346,683
0,483,84
1,629,169
0,711,221
0,525,978
1,522,543
0,307,352
0,671,725
0,395,809
0,696,275
0,785,166
0,598,777
0,569,937
0,368,721
0,737,824
0,58,110
0,81,885
0,721,508
0,234,907
0,467,209
0,813,130
1,674,341
0,97,209
0,225,470
0,964,854
1,757,463
0,998,679
1,586,431
0,479,767
0,230,9
0,437,303
0,902,985
0,846,870
0,266,11
0,751,57
0,975,793
0,339,381
1,685,322
0,304,764
0,126,588
0,933,563
0,796,466
0,434,247
0,117,113
1,626,453
0,91,282
0,669,672
1,472,566
0,525,321
0,886,969
0,955,468
0,484,817
0,366,84
0,980,476
1,759,246
1,238,465
0,968,984
0,611,171
0,685,599
0,618,995
0,447,613
1,494,268
0,89,457
0,539,170
0,249,317
0,274,676
0,900,781
1,346,605
0,986,586
0,974,847
0,352,49
0,805,750
0,269,385
0,774,411
0,45,921
0,944,181
0,117,181
0,528,118
0,902,527
0,881,593
0,359,596
1,372,550
1,552,323
0,162,809
0,363,573
0,613,9
0,979,939
0,692,713
0,251,758
0,751,996
0,483,938
0,896,799
0,8,112
0,662,176
0,465,811
1,596,549
0,574,812
0,885,5
1,497,518
0,778,402
0,76,210
0,569,762
0,608,351
0,256,672
0,965,726
0,979,569
0,503,562
0,393,188
0,212,915
1,534,483
0,212,529
0,274,637
0,635,106
0,674,571
0,798,55
0,621,755
0,926,74
0,653,241
0,992,770
0,587,224
0,25,855
0,256,449
0,991,714
0,499,136
0,116,570
0,653,760
0,339,83
0,780,201
0,984,632
0,20,527
0,647,16
0,956,389
0,869,942
0,396,609
0,59,119
0,885,486
0,68,845
0,104,196
0,981,5
0,926,62
0,177,519
0,423,881
0,345,283
0,216,836
0,872,467
0,39,30
1,360,466
0,151,25
0,178,122
0,458,94
0,883,520
0,889,508
0,891,456
0,750,82
0,214,214
0,728,284
0,403,4
1,570,386
0,479,695
0,24,634
0,728,193
0,998,503
0,910,631
0,197,700
0,962,473
0,380,344
0,20,88
0,604,948
0,690,548
0,974,251
0,862,434
0,512,107
0,30,791
0,331,958
0,434,407
0,917,126
1,373,312
0,920,761
0,125,12
0,22,652
0,684,284
0,162,666
0,50,941
0,881,238
0,474,398
1,715,235
0,983,583
1,699,630
0,12,65
0,347,723
0,232,581
0,202,71
0,727,183
0,923,470
0,942,862
1,739,247
0,604,860
0,27,949
1,763,286
0,729,73
0,822,383
0,951,951
0,869,667
0,426,770
0,34,893
0,730,89
0,6,692
0,400,548
0,959,628
0,276,415
0,564,713
0,217,880
0,998,984
0,175,334
0,74,895
0,409,548
0,859,634
0,868,690
0,931,642
0,412,60
0,976,61
0,580,438
0,833,648
0,700,177
0,758,2
0,292,698
0,282,421
0,102,246
0,801,505
0,432,589
0,492,616
0,74,12
0,56,409
1,728,455
0,895,414
0,170,798
0,509,838
0,617,922
0,881,15
0,316,13
0,62,243
0,393,15
0,449,850
0,446,328
0,120,839
0,964,875
0,794,176
0,426,70
0,754,196
0,740,215
0,21,46
0,760,893
0,15,271
0,847,635
0,648,33
0,580,143
0,156,936
0,862,778
0,604,542
0,663,393
0,587,5
0,74,974
0,702,758
0,719,816
0,772,898
1,577,327
0,891,681
0,40,317
0,694,535
0,690,434
0,297,916
1,350,553
0,252,568
0,690,825
0,45,723
0,970,206
0,690,826
0,308,218
0,291,121
0,751,835
0,713,35
0,141,451
0,139,610
0,283,547
1,365,529
0,57,206
0,894,445
0,584,828
0,246,115
0,807,868
0,709,70
0,448,915
0,94,628
0,640,86
0,345,520
0,871,537
0,194,536
0,876,873
0,100,844
0,489,40
0,875,965
1,328,457
0,51,148
0,274,141
0,839,615
0,847,903
0,93,689
0,492,185
0,219,756
0,458,898
0,663,835
1,580,374
0,886,689
0,617,50
0,373,89
0,884,490
0,864,212
0,774,19
0,166,657
0,459,81
0,887,310
0,106,622
0,809,66
0,953,383
0,526,935
0,10,310
0,716,141
0,140,953
0,392,451
0,535,999
0,813,418
0,807,329
0,245,888
0,706,827
0,761,994
0,791,694
0,441,233
0,902,433
0,8,212
1,602,431
0,579,395
0,749,483
0,282,932
0,673,32
0,356,766
0,961,731
0,647,261
0,604,87
0,107,648
0,618,202
0,880,965
0,28,122
0,997,374
0,238,769
1,680,434
0,582,80
0,633,41
0,873,552
0,602,798
0,34,78
0,461,245
0,65,323
0,996,4
0,943,628
0,149,935
1,648,496
0,960,179
0,998,509
0,903,644
0,844,325
0,877,439
0,75,167
0,926,524
0,860,389
0,821,832
0,244,43
0,556,789
0,461,743
0,340,883
0,246,523
1,499,319
0,748,114
0,314,861
1,475,508
0,681,307
0,38,859
0,357,839
1,597,516
0,343,966
0,63,771
1,634,222
0,759,547
0,703,901
0,757,245
0,311,858
0,202,916
0,306,745
0,876,152
0,700,958
0,171,790
0,613,974
0,73,865
0,144,31
1,732,263
0,843,140
0,895,903
0,372,208
0,764,170
0,796,664
0,609,586
0,366,727
0,199,950
1,486,711
0,60,735
0,3,378
0,747,129
0,494,93
0,144,496
0,702,389
1,645,610
0,346,146
0,354,919
1,402,724
1,594,636
1,541,473
0,503,789
0,829,388
0,623,704
0,107,84
0,165,875
0,71,98
0,295,584
0,301,632
0,607,36
0,388,276
0,907,607
0,379,688
0,731,543
0,824,900
0,868,350
0,879,295
0,987,779
1,541,660
0,991,333
0,315,607
0,704,326
0,162,626
0,181,4
0,682,469
0,598,755
0,912,938
0,109,519
0,397,334
0,644,410
1,424,510
0,257,88
0,897,911
0,890,175
0,100,327
1,657,428
0,690,353
0,76,610
0,868,755
0,240,809
0,348,675
0,352,310
0,440,944
0,952,748
0,792,931
0,197,17
0,369,689
0,546,753
0,514,873
1,396,374
0,602,417
0,861,651
0,81,499
0,546,0
0,420,699
0,932,803
0,851,522
0,866,970
0,997,76
0,346,613
0,619,272
0,67,706
0,464,193
0,498,733
0,52,40
0,913,862
0,88,275
1,353,621
1,435,605
0,278,121
0,720,334
0,696,502
0,817,217
0,416,554
0,525,31
0,321,536
0,950,138
0,196,276
1,648,498
0,612,13
0,81,787
0,333,208
0,207,725
0,519,604
0,110,416
0,301,504
0,991,541
0,938,393
1,366,469
1,512,561
0,398,334
0,130,495
0,250,409
0,171,693
0,887,869
0,549,866
0,273,825
0,519,991
0,764,124
0,880,579
0,920,458
0,754,38
0,297,522
0,640,505
0,108,507
0,166,935
0,66,515
0,268,470
0,412,607
0,91,2
0,990,608
0,631,156
0,504,901
0,933,876
0,958,648
0,157,53
0,480,518
0,225,662
0,98,70
0,249,223
0,517,667
0,674,529
1,647,565
0,594,1
0,988,251
0,477,96
0,214,752
0,392,52
0,90,272
0,11,706
0,388,899
0,355,739
0,635,19
0,629,261
0,744,86
0,622,192
0,256,839
0,701,978
0,966,340
0,176,899
0,39,545
0,507,808
0,921,198
0,163,77
0,728,821
0,666,259
1,458,477
0,789,782
0,523,869
1,475,806
0,489,882
0,78,180
1,761,477
0,102,212
0,963,55
0,10,170
0,622,87
0,807,110
0,666,453
0,744,49
0,924,802
0,649,950
0,865,275
0,827,675
0,803,604
0,263,683
0,198,367
0,79,916
0,843,164
0,829,943
0,126,273
0,116,242
0,154,138
0,93,406
1,584,348
1,280,316
0,13,457
0,62,229
0,700,640
0,946,645
0,531,774
0,362,522
0,802,560
1,488,566
1,371,331
0,712,490
0,213,131
0,443,483
0,459,315
0,414,946
1,436,655
0,814,997
0,654,961
0,181,330
0,356,764
0,980,405
0,563,105
0,252,433
0,36,691
0,872,542
1,482,390
0,151,819
0,106,536
0,967,865
0,694,120
0,493,720
0,916,691
0,151,972
0,622,10
1,525,224
0,322,905
0,337,32
0,710,526
0,486,974
0,332,110
0,402,624
0,217,229
0,427,742
0,42,696
0,153,434
1,468,435
0,817,690
0,540,788
0,129,829
0,121,402
0,98,605
0,180,530
0,82,703
0,707,13
0,20,730
0,460,773
0,92,320
0,652,581
0,650,20
0,637,772
0,817,746
1,675,342
0,157,831
0,590,579
0,257,537
0,788,69
0,879,886
0,338,975
0,475,876
0,549,221
0,654,117
0,374,36
0,421,786
0,723,489
0,588,827
0,979,948
0,886,865
0,848,348
0,232,477
0,772,426
0,605,721
0,732,45
0,32,233
0,105,213
0,865,739
0,297,391
0,779,860
0,290,870
0,649,987
1,672,460
0,622,970
0,63,791
0,903,32
0,164,889
0,698,744
0,367,96
0,214,171
0,452,75
0,180,465
0,270,226
0,396,44
1,676,739
0,208,848
0,182,410
1,556,610
0,816,980
0,495,927
0,942,536
0,474,894
0,905,263
1,427,558
0,258,755
0,957,831
0,891,389
1,548,481
0,718,604
0,133,175
0,389,864
0,113,670
0,147,574
0,641,979
0,258,318
0,379,426
1,240,459
0,897,329
0,598,63
0,140,884
0,86,201
0,427,919
0,534,56
0,388,363
0,978,215
0,681,770
0,533,226
0,42,590
0,180,968
0,867,330
1,499,429
0,240,613
1,680,268
0,931,451
0,266,247
0,142,670
0,280,825
0,412,29
0,775,44
0,547,369
0,576,942
0,198,732
0,98,234
0,141,596
0,448,671
1,677,566
0,815,311
0,118,560
0,262,20
0,389,451
0,967,839
0,755,659
1,607,745
0,511,167
0,540,248
0,180,379
0,588,626
0,696,100
1,517,370
1,340,488
0,18,758
0,513,114
0,498,998
0,635,939
0,681,43
0,87,410
0,994,351
0,676,88
0,853,964
0,118,428
0,616,152
0,904,27
0,217,113
0,782,45
0,971,528
1,441,487
0,400,242
0,374,798
0,747,95
0,187,443
0,262,746
0,723,293
0,673,475
0,132,238
0,7,754
1,730,376
0,26,892
0,737,729
0,251,36
0,506,561
0,268,555
0,82,983
0,478,238
0,631,925
0,592,600
0,138,207
0,876,706
0,115,959
0,323,278
0,588,594
0,263,244
0,481,993
0,816,793
0,248,264
0,830,168
0,2,583
0,377,428
0,414,730
0,142,248
0,133,659
0,408,757
0,486,722
1,350,701
0,910,874
1,525,767
0,673,784
0,313,209
0,732,662
0,557,363
0,974,126
1,231,502
0,257,632
0,301,834
0,499,116
0,647,847
0,626,725
0,718,331
1,541,340
0,82,173
0,60,827
0,759,826
0,563,143
0,358,578
0,643,123
0,213,84
1,358,611
0,321,390
0,704,505
0,58,400
0,307,351
0,903,455
0,329,680
0,88,694
0,884,665
0,923,370
0,179,654
0,878,933
0,937,490
1,408,522
0,774,443
0,235,648
0,422,611
0,802,486
0,916,644
0,379,985
0,994,668
0,814,760
0,451,78
0,826,975
0,621,640
0,933,593
0,874,732
1,710,803
0,257,56
0,766,849
0,392,381
0,634,469
0,448,967
1,482,649
0,349,978
0,429,665
0,455,28
0,723,203
0,809,183
0,70,672
0,374,827
0,936,358
0,383,516
1,419,427
0,268,662
0,25,829
0,606,907
0,808,284
0,461,89
1,697,687
1,325,606
1,584,643
0,383,914
0,923,827
0,979,510
0,32,925
1,416,320
1,572,659
0,49,170
1,782,734
0,696,966
0,732,740
0,50,226
0,932,818
0,617,749
0,53,360
0,814,731
0,93,308
0,545,5
0,577,787
1,739,317
0,883,488
0,581,97
0,305,67
0,382,568
0,645,861
0,130,486
0,315,851
0,65,758
0,782,243
0,975,108
1,663,157
0,519,948
0,961,396
0,292,9
0,240,852
0,813,372
0,829,396
0,938,396
0,736,227
0,170,598
0,745,781
0,332,914
1,371,321
0,104,659
0,581,914
0,343,911
0,172,667
0,572,420
0,142,30
0,619,666
0,153,905
0,164,489
0,52,141
0,550,113
1,347,376
0,117,424
0,667,715
0,659,92
1,522,554
0,225,609
1,507,824
0,283,282
0,629,697
0,751,695
0,104,0
0,708,619
0,848,987
0,469,906
0,757,11
0,869,584
0,110,162
0,829,546
0,135,482
0,592,985
0,659,344
0,686,818
0,86,672
0,79,511
0,854,431
0,519,326
0,488,558
0,209,207
0,639,185
0,334,958
0,58,990
0,460,700
0,208,880
0,67,82
0,925,836
0,317,740
0,210,545
0,689,269
0,699,869
0,894,717
0,529,330
1,508,620
0,251,206
0,299,714
0,82,487
0,20,614
0,949,564
1,586,203
0,573,912
0,70,469
0,730,171
1,476,805
0,679,725
0,321,744
0,386,515
0,314,946
0,916,588
0,994,902
0,741,926
0,102,860
0,697,453
0,61,216
0,215,111
0,92,43
0,444,714
0,41,352
0,959,622
0,513,998
0,30,604
0,880,607
0,248,850
0,425,377
0,887,935
0,241,867
1,365,663
0,258,912
0,831,522
0,548,717
0,931,95
0,704,253
0,948,851
0,829,980
0,804,556
0,147,657
0,387,206
0,412,303
0,133,235
0,499,55
1,432,542
0,507,153
0,954,851
1,307,573
0,45,782
0,190,183
0,910,700
0,158,45
0,560,584
0,231,326
0,316,223
0,281,10
0,355,892
0,184,302
0,369,491
0,830,392
0,554,154
0,302,732
0,277,970
0,696,129
0,934,212
0,799,766
0,787,360
0,61,926
0,658,23
0,324,627
0,335,282
0,694,508
0,264,796
0,846,857
1,427,296
0,936,752
0,818,858
0,306,354
0,47,156
0,799,573
0,240,155
0,197,156
0,944,621
0,667,390
0,129,946
0,871,782
0,910,449
0,434,179
0,37,675
0,551,698
1,573,645
1,463,585
0,158,168
0,778,657
0,919,132
0,676,800
0,660,816
0,527,488
0,222,211
0,54,149
0,214,352
0,846,727
0,400,30
0,767,47
0,81,500
0,910,483
0,534,453
0,984,309
0,156,464
0,172,804
0,696,737
0,849,230
0,711,516
0,819,780
0,334,910
1,537,478
0,863,992
0,587,847
0,672,688
0,944,942
0,223,420
0,52,589
0,9,909
0,74,981
0,131,401
0,859,616
0,874,127
0,697,343
0,418,556
0,408,860
1,481,509
0,510,56
0,660,80
0,38,502
1,273,331
0,469,154
0,720,250
0,862,273
0,93,693
1,698,443
0,862,494
0,179,376
0,779,824
0,316,937
0,476,502
1,288,670
0,106,92
0,765,905
0,701,835
0,448,296
0,326,806
0,926,50
0,399,294
0,46,968
0,657,562
0,14,764
0,246,653
0,676,287
1,640,499
0,330,259
0,758,857
0,142,717
0,712,637
0,600,791
0,511,892
0,733,702
0,810,229
0,489,991
0,53,478
0,235,7
0,360,821
0,119,123
0,731,32
0,222,953
0,423,879
0,800,632
0,905,284
0,130,601
0,99,253
0,859,713
0,453,69
0,381,330
0,115,66
0,309,945
0,786,566
0,975,792
0,3,757
0,134,834
0,551,948
0,564,79
1,546,475
0,458,11
0,164,488
0,983,60
0,653,917
0,361,237
0,23,714
0,607,83
0,255,669
0,128,298
0,631,776
0,976,481
1,480,405
0,885,580
0,251,152
0,160,493
1,429,582
0,298,222
0,992,755
0,473,412
1,461,274
0,30,761
0,136,42
0,95,307
0,31,604
0,38,36
0,441,310
0,436,409
0,806,286
0,76,553
1,413,403
0,573,730
0,83,759
0,518,532
0,341,764
0,230,876
0,549,956
0,406,844
0,120,652
0,865,33
0,767,632
0,172,100
0,604,301
0,411,191
0,664,63
0,24,86
0,973,734
0,208,48
0,317,921
0,265,685
0,275,188
1,284,313
0,165,131
0,33,42
0,244,758
1,352,447
0,973,80
0,488,521
0,326,67
0,20,397
0,420,884
0,954,582
0,548,933
0,731,151
0,849,177
0,810,694
0,334,714
0,274,669
0,846,461
0,488,270
0,116,714
0,250,795
0,699,907
1,532,742
0,372,474
0,967,125
0,513,399
0,79,128
0,318,203
0,138,497
0,807,517
0,126,357
0,253,950
0,333,191
0,772,196
0,53,712
0,480,212
0,517,155
0,56,516
0,534,655
0,466,781
0,844,99
0,867,563
1,604,412
0,168,49
0,815,821
0,21,725
0,170,46
0,881,177
0,799,316
0,166,999
0,292,635
0,237,911
0,939,648
0,69,638
0,928,65
0,584,302
0,438,820
0,264,193
0,39,902
0,602,813
0,635,972
0,523,390
0,620,199
0,69,793
0,954,269
1,625,482
0,534,130
1,798,543
0,42,369
0,987,102
0,195,412
0,668,942
0,601,354
0,814,75
0,792,838
0,499,772
0,188,273
0,303,998
0,254,69
0,590,53
0,139,197
0,242,985
0,241,290
0,672,268
0,822,471
1,513,244
0,298,172
0,21,298
0,685,171
0,182,15
0,675,839
0,881,134
0,410,153
0,807,136
0,696,324
0,70,133
0,892,675
0,712,794
0,494,320
1,571,540
1,738,494
0,294,688
0,67,358
0,261,192
0,690,592
0,688,744
1,592,456
1,712,519
0,122,866
1,451,491
0,560,975
0,960,33
0,722,802
0,754,631
0,180,60
1,699,441
0,638,175
0,657,672
0,711,789
