y,alpha,beta
0,621,68
0,241,792
0,799,417
0,70,397
1,512,697
0,826,665
0,132,516
0,88,590
0,352,871
0,692,118
0,391,841
0,891,739
0,909,632
0,656,116
1,447,436
1,538,389
1,347,585
0,286,810
1,700,547
0,69,515
0,871,514
0,842,521
0,594,117
1,320,591
1,441,666
1,624,381
0,857,541
0,562,153
0,72,469
0,631,935
0,956,516
0,888,757
1,524,660
0,657,153
0,64,374
1,507,370
0,858,336
0,167,657
1,645,629
0,913,697
0,851,511
0,781,152
0,776,754
0,827,265
0,818,383
0,439,80
0,695,836
0,931,410
0,191,338
1,575,443
1,485,403
0,185,725
0,813,348
0,579,917
0,724,813
0,88,698
0,564,940
0,766,837
1,570,360
0,165,466
1,665,379
0,446,876
0,768,819
0,170,708
0,300,137
0,828,522
1,608,305
0,846,553
0,661,191
0,810,554
0,917,301
1,602,407
0,126,239
0,877,626
0,905,483
1,513,633
1,496,691
0,901,565
0,830,412
1,595,361
0,822,244
1,490,346
0,216,853
0,859,396
1,511,730
1,411,655
0,440,908
1,462,574
1,529,400
0,651,837
0,891,604
1,391,361
0,509,103
0,389,110
0,793,286
0,627,860
0,141,777
0,918,536
1,599,305
0,815,525
0,603,125
0,190,179
0,892,335
1,364,620
0,832,264
0,695,823
0,445,106
0,145,238
0,440,870
1,327,455
0,93,522
1,363,482
1,306,505
0,84,389
0,791,688
0,77,470
0,260,236
1,422,412
0,531,931
0,83,667
1,348,609
0,794,854
1,373,421
0,209,670
1,417,436
0,792,146
0,830,795
1,652,390
0,384,130
0,387,131
0,828,566
1,649,655
1,475,349
0,793,183
0,627,162
0,170,821
1,606,653
1,383,601
0,603,883
0,187,230
0,206,372
0,617,123
1,436,661
0,892,522
0,251,855
0,240,749
0,88,670
0,868,364
0,416,942
1,299,497
1,512,632
1,539,630
0,546,902
0,573,874
1,507,306
0,885,430
0,97,690
1,682,515
0,131,290
0,946,405
0,463,862
1,522,295
0,884,591
0,251,813
0,355,140
0,699,876
1,507,594
0,872,259
0,173,802
0,931,403
1,340,381
0,725,816
0,851,553
0,254,792
1,364,596
0,870,452
0,152,553
0,93,303
1,495,607
0,383,856
0,203,351
1,447,673
0,720,196
0,864,361
1,394,386
0,950,588
1,600,358
1,559,408
0,864,764
1,319,563
0,689,814
1,565,593
0,830,457
0,121,717
0,256,780
0,360,919
1,662,383
1,424,494
0,133,549
1,337,409
0,444,149
1,585,334
0,953,410
0,884,640
1,511,310
1,623,433
1,398,477
0,197,688
0,927,464
1,439,571
0,122,694
0,197,840
1,428,313
0,812,173
0,756,891
0,468,144
0,305,132
0,680,179
0,193,278
0,485,44
0,138,511
0,166,275
0,144,599
1,465,730
0,109,309
0,805,685
0,869,685
0,487,146
0,176,331
0,540,133
1,327,454
1,583,369
0,175,750
0,454,956
0,360,177
0,772,838
1,505,643
1,374,636
0,123,242
1,565,323
0,492,958
0,274,247
1,368,387
1,404,621
0,91,588
1,617,661
0,788,329
0,778,837
0,875,260
1,592,690
1,421,619
0,109,631
0,91,564
0,553,101
0,413,885
1,528,585
0,217,827
0,643,926
1,454,304
0,247,208
0,851,718
0,348,188
0,528,896
0,442,149
0,341,173
0,312,795
0,599,891
0,263,243
1,421,515
0,922,500
0,311,832
1,479,410
0,178,315
0,128,522
0,498,98
0,88,479
1,421,715
0,575,898
0,873,302
0,576,112
1,510,585
1,393,670
0,169,487
1,520,667
0,556,915
0,132,436
0,398,895
1,581,487
0,816,725
0,542,42
0,781,248
0,414,850
1,546,422
1,517,670
1,648,446
0,879,627
0,351,924
0,288,96
1,623,674
0,270,844
0,752,127
0,870,430
0,730,798
0,120,371
0,772,797
0,701,165
1,306,526
0,853,543
0,815,520
1,648,658
0,877,652
0,764,134
0,453,892
0,832,278
1,387,411
0,84,447
0,558,70
0,850,452
0,809,483
1,564,380
0,241,857
0,867,783
0,781,808
0,147,788
1,551,424
1,661,483
0,826,787
0,808,806
0,692,859
0,257,764
1,529,683
0,424,861
0,837,663
0,673,141
0,923,650
0,364,57
0,331,188
0,655,819
0,167,475
0,934,527
0,856,312
0,768,306
0,549,915
0,798,698
1,585,511
1,500,684
1,352,583
1,560,589
0,311,918
0,822,437
0,170,577
0,589,70
0,622,85
0,908,392
0,511,67
0,615,850
0,508,151
0,179,459
0,826,377
0,951,548
0,276,183
0,848,238
0,836,206
0,916,455
0,181,647
0,914,317
0,370,934
1,550,367
0,179,214
0,260,216
0,206,782
0,627,854
0,861,769
1,476,655
1,320,585
0,898,457
0,868,502
0,905,449
0,509,930
0,503,127
0,786,253
1,578,607
0,753,726
0,475,911
0,245,309
0,897,677
0,177,402
1,517,713
0,883,728
1,321,405
0,821,550
1,455,640
0,134,299
0,637,146
0,414,71
0,746,127
1,392,597
0,792,773
1,636,448
0,231,165
0,276,247
1,418,358
0,157,556
1,693,608
0,70,678
0,472,142
1,363,402
0,232,129
0,308,194
0,156,749
0,572,951
0,759,209
0,833,720
0,221,697
0,736,122
0,726,191
1,531,606
0,779,785
0,504,54
1,691,536
0,696,232
1,619,660
0,655,108
0,895,341
1,611,519
0,301,789
1,559,575
1,525,667
0,716,826
0,878,637
1,521,663
1,535,589
0,226,832
0,867,777
0,887,611
0,479,75
1,371,376
0,88,414
0,108,300
0,820,216
1,320,566
0,532,88
1,586,543
0,578,958
1,324,435
0,162,723
0,144,528
1,600,339
1,629,678
1,392,336
0,882,593
0,126,269
0,100,447
0,443,959
0,835,770
0,869,718
1,413,504
0,840,397
0,719,788
0,67,526
1,399,664
0,210,740
1,603,682
0,185,763
0,929,594
0,659,114
0,79,691
0,141,276
0,177,266
0,905,672
0,748,851
1,309,446
0,272,832
0,939,523
0,150,582
0,720,243
1,454,383
1,541,623
0,790,185
0,836,769
1,715,530
0,820,771
0,265,175
0,646,844
1,525,718
0,286,911
0,368,116
1,468,287
1,629,638
0,138,557
1,366,331
0,762,807
1,345,527
0,478,927
1,559,636
0,125,259
0,808,487
1,619,468
0,361,120
1,646,554
0,170,421
0,667,197
0,840,483
1,371,511
0,294,101
0,649,148
1,595,359
0,805,239
0,173,476
0,215,221
0,858,348
0,41,444
0,478,941
0,338,862
0,66,367
1,540,355
0,514,44
1,683,470
1,520,387
0,124,617
1,323,414
0,498,966
0,87,303
1,690,440
0,830,755
0,922,669
1,667,550
0,890,393
0,331,902
1,412,687
0,181,499
1,400,614
0,187,755
1,531,275
0,153,328
0,868,571
0,182,764
0,490,934
0,78,350
0,77,562
0,915,320
0,703,900
0,368,175
0,794,356
1,610,601
0,633,112
1,652,530
0,66,539
0,163,387
1,614,564
0,129,287
0,508,45
0,676,191
0,821,639
0,266,885
0,791,358
0,837,349
1,402,392
1,357,411
0,832,511
1,358,546
1,472,320
1,630,433
0,937,424
0,253,113
1,557,421
0,72,641
1,407,632
0,163,338
0,881,344
1,344,510
0,654,840
0,382,886
0,749,152
1,489,704
0,242,754
0,133,565
1,486,587
0,215,272
0,55,625
0,580,955
0,817,309
0,293,219
0,98,731
0,138,648
0,832,620
1,398,327
0,151,556
0,122,362
0,882,508
0,835,734
1,384,466
0,289,105
0,283,213
0,837,334
1,583,530
0,241,865
0,79,465
0,533,867
0,126,614
1,415,323
0,729,817
0,874,663
1,687,510
1,360,387
0,805,758
1,613,439
0,829,458
1,379,628
0,677,88
1,531,583
0,723,259
1,329,503
0,922,558
1,496,362
0,226,192
0,693,824
0,578,136
0,117,614
0,139,758
0,105,489
0,795,617
0,186,616
0,279,171
1,703,530
0,628,185
1,504,380
0,758,794
1,323,576
0,304,112
0,908,326
0,908,359
0,584,863
0,315,113
1,496,380
0,309,231
0,199,611
1,347,604
1,341,627
0,943,638
0,840,662
1,478,655
0,750,129
1,293,474
0,910,315
1,603,358
0,659,866
0,915,545
0,69,580
0,786,202
0,741,167
1,334,419
1,413,519
0,393,127
1,355,573
1,413,450
0,831,390
1,310,461
1,366,658
0,555,132
0,852,513
1,629,667
0,567,884
0,263,849
1,690,508
0,848,529
0,61,398
0,494,136
1,434,442
1,350,640
0,927,470
0,304,132
1,678,598
1,377,582
0,193,313
0,625,924
1,486,672
0,110,624
0,86,550
0,786,854
0,273,184
0,141,283
0,614,160
0,762,270
0,655,172
0,865,451
0,838,653
1,344,390
1,476,393
0,606,137
1,439,589
0,858,482
1,365,446
0,108,441
0,199,407
0,421,135
0,635,912
0,191,677
1,376,354
1,350,414
0,874,380
0,288,812
0,920,480
0,887,492
0,104,318
0,112,621
0,783,291
0,159,398
0,818,836
1,591,660
0,733,162
0,863,566
0,873,327
0,522,957
0,50,410
0,536,143
1,385,611
1,471,338
1,665,644
0,692,226
0,889,450
0,857,331
1,649,390
0,371,134
1,692,595
0,514,882
0,950,599
1,579,520
0,211,347
1,440,395
1,689,430
0,877,615
0,697,189
0,385,956
1,590,691
0,128,699
0,662,97
1,494,278
0,931,613
1,672,540
1,381,669
0,133,229
0,257,789
1,478,592
0,373,936
0,222,163
1,587,413
0,554,134
0,593,931
1,641,428
0,681,97
1,467,600
0,184,368
1,321,610
1,354,506
0,900,628
0,99,480
1,606,385
1,679,554
0,214,300
0,833,474
0,876,732
0,314,793
0,98,547
1,633,504
0,322,76
0,894,720
0,297,232
1,441,371
0,68,364
0,163,256
1,345,443
0,831,588
1,442,632
1,403,673
0,689,130
0,658,185
1,491,666
0,795,684
0,132,639
0,633,923
0,366,131
0,564,94
0,889,613
0,307,223
0,903,492
1,704,508
0,67,598
0,102,518
0,498,130
0,946,480
0,660,827
0,713,163
1,663,414
0,882,602
1,562,319
0,533,899
0,743,812
0,192,459
1,423,619
0,632,156
1,506,730
0,622,64
1,560,428
0,752,150
0,365,889
1,526,686
0,948,535
0,170,246
0,175,548
1,552,395
0,308,902
0,318,903
0,945,435
0,679,871
1,698,428
0,233,143
1,360,434
0,188,602
0,773,167
1,587,308
0,129,233
1,679,434
0,261,840
1,315,405
0,360,75
0,88,676
0,334,95
0,309,192
1,402,383
0,803,259
0,590,137
1,371,599
0,694,845
1,677,390
0,165,217
1,387,458
0,189,673
1,517,708
0,60,399
1,554,601
0,851,335
0,343,854
1,425,519
0,94,425
0,551,45
0,87,594
1,496,289
1,559,726
0,158,287
0,136,612
1,583,419
0,74,638
0,128,299
0,759,198
0,473,874
0,368,78
0,183,777
0,527,865
0,872,387
0,443,157
1,314,526
0,248,765
1,512,293
1,663,487
0,840,654
0,899,650
0,728,158
0,152,393
0,853,520
0,600,108
0,737,776
0,722,833
0,759,154
0,145,290
0,79,551
0,236,740
0,930,432
0,601,954
0,254,221
1,433,619
1,654,597
1,502,291
0,97,623
1,363,507
1,487,279
0,949,521
0,160,396
1,655,635
0,187,510
0,751,722
0,771,153
0,118,268
0,171,248
0,853,299
1,502,381
0,671,194
0,197,403
0,319,210
1,561,346
0,903,565
1,654,545
0,36,483
0,818,759
0,47,571
0,632,898
0,209,720
1,317,487
1,682,497
0,379,62
0,594,136
0,883,745
0,765,139
0,822,268
0,868,625
0,370,73
0,916,345
0,81,489
0,301,127
1,699,527
0,803,289
1,667,387
1,491,725
1,636,432
0,481,917
1,573,293
0,175,557
1,612,556
0,494,933
0,899,697
0,902,428
1,646,509
0,203,293
0,188,546
0,774,834
0,564,130
1,428,399
0,692,872
0,145,684
0,143,485
1,390,341
0,683,194
0,504,886
0,169,551
0,499,891
1,494,712
0,200,611
0,541,905
0,736,905
0,628,858
0,673,190
0,343,897
1,477,288
1,613,451
0,804,221
0,722,896
0,516,47
0,691,868
0,764,782
1,299,463
0,180,513
1,439,576
0,260,166
1,491,353
0,881,479
0,138,694
0,857,562
0,119,330
1,548,666
0,784,350
0,793,371
1,620,493
0,178,385
0,741,250
0,931,536
0,827,486
1,626,624
1,377,494
0,100,690
0,898,272
0,706,907
0,206,312
1,327,483
1,542,680
0,465,86
1,451,670
0,803,727
0,393,959
0,821,666
0,680,850
0,704,153
0,684,889
1,475,343
0,400,71
0,635,858
0,184,218
0,866,329
0,847,262
0,354,901
1,476,327
0,60,488
1,603,504
1,708,439
1,349,571
0,176,515
0,343,183
1,582,707
1,333,564
0,757,236
0,641,860
0,877,426
0,253,794
0,153,661
1,353,637
1,537,289
0,778,845
0,432,48
0,295,153
0,772,235
0,340,893
0,213,288
0,846,548
0,95,669
0,831,723
0,730,117
0,872,708
0,645,840
0,321,166
0,626,178
1,657,474
1,636,662
0,509,150
1,334,545
1,377,616
0,109,630
0,294,185
1,491,343
0,924,574
0,308,920
0,842,641
1,488,402
1,385,408
0,235,792
1,646,619
1,539,296
0,807,774
0,227,823
0,162,376
0,786,644
0,825,640
0,593,932
0,174,754
0,69,342
0,503,48
1,458,696
0,482,947
0,169,409
0,875,629
0,47,472
0,359,86
0,929,541
0,528,104
1,405,390
0,931,635
0,429,55
0,268,763
0,67,644
0,580,139
1,670,631
0,654,176
1,542,693
1,399,613
0,152,475
0,205,292
0,245,206
0,859,560
0,118,434
1,587,579
1,589,548
0,268,807
1,696,433
0,644,946
0,373,853
1,557,627
0,912,606
0,513,81
1,379,513
0,360,176
0,273,212
0,962,537
0,810,733
1,597,676
1,519,399
0,543,920
1,643,377
0,899,448
0,819,385
1,422,559
0,803,266
0,640,74
0,722,822
1,587,336
0,148,670
0,387,857
0,885,429
1,513,310
0,915,316
0,75,598
0,604,170
0,168,184
1,563,570
0,294,921
1,501,324
1,497,726
0,384,127
0,263,189
0,851,748
1,528,687
1,496,342
0,230,786
0,800,334
0,94,395
0,216,807
1,374,661
0,246,124
0,301,209
1,569,559
0,841,439
0,471,907
1,559,598
0,909,667
0,612,81
0,414,942
1,376,350
1,440,347
0,135,279
0,785,810
0,348,906
0,683,835
1,506,639
0,372,875
0,320,169
1,650,606
0,655,184
0,833,587
0,640,943
0,108,367
0,169,356
0,165,659
1,682,593
1,460,585
0,809,191
0,452,87
1,369,465
0,42,467
0,223,263
0,97,720
0,291,852
0,418,925
0,274,893
0,622,856
0,909,395
0,445,67
0,728,849
0,818,413
0,118,671
0,357,865
0,701,908
1,428,667
0,365,156
1,433,590
0,455,910
0,162,291
1,609,534
1,437,405
0,281,889
0,778,345
1,609,414
1,613,470
0,791,864
0,671,104
0,151,320
1,497,406
0,445,940
1,609,399
0,404,957
0,528,891
0,744,777
0,100,326
0,162,446
0,352,860
1,497,661
0,762,763
1,650,444
0,956,448
0,222,293
0,357,826
0,869,781
1,588,658
1,463,381
0,890,321
0,248,140
0,287,855
0,99,533
0,903,642
0,708,227
0,232,841
1,561,689
0,230,222
1,553,348
0,192,274
1,566,324
0,333,808
1,496,694
0,273,228
0,878,499
0,950,577
0,942,369
1,668,511
0,920,663
0,849,317
1,579,616
0,756,734
0,893,736
1,661,567
1,448,627
0,105,583
1,406,583
0,829,326
0,658,88
0,894,439
0,229,318
1,336,495
1,585,702
0,199,352
0,282,96
0,634,933
0,688,912
1,379,382
1,515,678
0,824,186
1,441,429
1,393,636
0,273,874
0,884,405
0,701,202
0,847,289
0,805,389
1,571,688
0,157,335
0,894,487
1,659,655
1,677,624
0,833,827
1,466,596
1,446,398
0,836,305
0,745,281
1,597,550
0,334,927
0,164,801
0,696,139
0,410,938
0,136,284
1,509,391
0,767,232
1,417,434
0,568,75
0,192,364
0,232,714
0,187,420
0,697,810
1,584,677
0,621,902
0,133,571
1,519,297
0,247,205
0,149,299
0,82,671
0,924,521
0,277,186
0,558,885
0,518,926
1,440,711
1,612,322
1,689,538
0,523,83
0,859,510
1,550,581
0,827,497
1,591,446
0,278,140
0,936,568
0,626,898
0,768,128
0,885,724
0,118,701
0,95,345
1,414,581
0,216,850
0,906,590
0,136,323
0,156,425
0,580,934
0,403,146
1,345,353
0,797,161
0,225,710
0,321,909
0,891,521
0,235,705
0,393,151
0,481,867
0,852,774
1,369,479
0,790,813
0,773,732
0,707,823
1,502,339
0,433,118
0,582,56
0,834,349
0,857,800
0,300,151
0,918,465
0,787,847
0,335,183
0,791,668
1,409,504
1,631,522
0,155,244
0,378,112
0,529,114
0,508,53
0,719,176
0,148,267
0,202,616
0,109,423
0,782,754
1,600,428
0,255,732
0,368,896
0,771,185
1,489,619
0,478,69
1,552,601
1,391,601
0,453,48
0,690,126
0,87,378
0,226,814
0,790,356
0,835,258
0,725,163
1,487,637
1,352,451
0,854,369
1,410,348
1,695,438
1,654,580
0,675,184
0,586,144
1,623,316
0,938,399
0,298,197
1,421,367
1,564,677
0,706,206
0,281,823
0,291,882
1,485,414
1,317,500
0,858,367
0,642,164
0,251,783
0,272,101
0,922,521
0,591,167
0,264,184
0,828,285
0,825,357
0,926,655
0,397,156
0,50,433
0,638,160
0,169,511
0,95,681
1,606,334
0,856,578
0,159,607
1,377,516
0,661,835
0,533,56
0,149,786
0,70,584
1,363,570
0,415,934
0,941,634
0,291,125
0,732,865
1,666,363
0,770,232
0,935,560
0,795,190
0,559,951
0,282,780
0,761,148
0,912,302
1,530,278
0,771,241
0,407,891
0,945,395
0,125,775
0,324,870
1,615,545
0,521,894
0,731,789
0,550,81
0,294,227
0,279,777
0,116,613
0,810,703
0,229,291
1,649,662
0,913,684
0,882,733
0,450,85
1,324,390
0,131,722
1,336,643
1,469,729
0,668,135
0,225,687
0,179,221
1,335,461
0,494,948
0,704,875
1,491,366
1,607,694
0,494,900
0,752,248
1,610,569
0,409,870
1,353,462
0,437,129
0,444,57
0,747,775
0,641,932
1,343,509
0,227,799
0,88,693
0,178,293
1,666,446
0,212,799
0,403,143
1,514,620
0,193,777
0,389,174
0,868,689
0,534,89
1,576,322
1,594,335
0,645,901
1,372,559
0,644,823
1,614,669
0,206,644
1,540,688
1,343,355
0,381,116
0,641,843
0,735,893
1,426,391
0,751,128
0,416,923
0,462,922
1,420,493
0,876,314
1,578,562
1,520,385
0,934,495
0,891,374
0,150,775
0,99,428
0,633,933
0,161,377
1,603,633
0,861,744
0,177,717
1,642,572
0,816,612
0,839,673
0,156,700
0,432,963
0,204,170
0,187,311
0,588,855
0,464,879
0,163,441
1,605,345
0,727,866
1,401,353
0,202,282
0,70,668
1,606,479
1,582,305
1,634,365
1,480,718
1,543,619
1,591,564
0,726,101
1,369,535
0,811,174
0,811,182
1,549,586
1,646,549
0,183,447
1,578,341
1,393,575
1,416,387
0,743,861
0,540,953
1,482,628
1,531,695
0,176,551
1,631,424
0,326,80
1,578,504
0,846,295
0,540,919
0,702,131
1,464,393
0,749,276
1,543,616
0,257,287
0,705,847
0,612,55
1,665,392
0,220,197
0,53,512
0,804,216
0,914,331
0,594,101
0,554,923
0,547,903
0,491,45
1,456,343
0,674,882
0,816,810
0,122,458
1,329,604
0,93,700
0,846,811
0,904,444
0,713,209
0,709,114
1,549,667
1,362,661
0,745,159
0,155,757
1,355,418
0,915,629
0,883,243
0,855,206
1,568,383
0,382,879
1,458,381
0,289,884
0,329,117
0,743,898
0,878,386
0,56,557
0,496,136
1,428,695
0,39,568
1,680,497
0,659,909
1,434,403
1,449,292
0,277,844
0,115,461
1,602,319
1,421,372
0,138,575
0,247,229
0,236,711
0,213,355
0,84,526
0,696,791
0,292,111
0,667,108
0,752,187
0,895,268
1,354,478
1,551,288
1,522,403
0,402,55
0,158,475
0,856,738
1,325,380
0,950,427
0,739,852
1,385,540
0,780,227
0,215,332
0,419,853
1,425,585
0,64,361
1,640,551
0,729,871
1,471,623
0,451,910
0,255,198
1,327,528
1,397,405
0,273,878
0,403,50
1,473,674
0,93,547
1,440,610
1,455,290
0,134,699
0,185,333
1,542,594
0,125,481
1,497,407
1,675,641
0,250,226
1,333,641
1,484,289
0,697,827
0,932,498
1,392,461
0,608,89
1,653,606
0,52,603
0,188,207
0,597,171
0,807,167
0,315,153
0,842,247
0,801,603
1,455,292
0,594,927
0,108,680
1,511,372
0,249,217
0,760,193
0,104,358
0,889,307
0,817,575
1,520,715
0,941,469
0,526,88
0,234,309
1,611,487
0,502,87
0,838,804
0,123,482
1,673,647
1,549,612
0,357,902
0,890,331
0,216,760
1,383,429
0,127,366
0,797,186
0,280,786
0,770,263
0,956,522
1,694,446
0,312,818
1,620,450
0,714,909
0,506,92
1,527,726
0,459,931
0,189,209
1,397,376
0,781,773
0,69,335
0,869,335
1,400,674
0,433,872
1,572,534
0,751,774
0,165,264
0,265,155
0,590,942
0,305,133
0,133,513
0,267,854
0,137,441
0,310,829
0,798,313
0,103,663
0,177,388
0,924,386
1,374,611
0,82,687
1,355,600
1,427,438
1,547,383
0,236,693
0,144,551
0,186,189
0,95,425
0,923,514
0,629,64
0,159,546
1,683,515
0,676,147
0,827,413
1,324,404
1,423,626
0,442,142
0,872,497
0,139,635
1,476,614
1,464,290
1,648,568
0,870,668
0,930,631
0,776,348
0,226,712
0,227,250
1,359,377
0,736,827
0,64,522
0,170,472
0,63,471
0,847,768
0,817,407
0,897,282
0,842,558
1,496,619
0,556,900
0,359,123
0,800,738
1,396,649
0,129,382
1,540,348
0,882,380
0,658,81
0,529,117
1,445,336
1,604,433
0,277,858
0,701,828
0,114,495
0,739,159
0,727,110
0,393,143
0,579,909
0,521,951
0,201,627
1,451,600
1,605,692
0,570,910
0,817,292
1,322,574
0,168,271
0,125,499
0,619,863
1,683,590
0,856,258
1,627,684
0,746,733
1,386,512
0,173,210
0,682,84
0,743,880
0,279,213
0,796,163
0,117,317
0,141,692
0,667,886
0,439,924
0,726,173
0,100,649
0,653,887
0,717,161
0,491,946
0,846,305
0,891,538
0,38,526
0,221,829
0,64,494
0,267,180
0,866,474
1,362,377
0,113,432
0,524,920
0,181,713
0,228,707
0,943,545
1,493,727
0,259,286
0,809,545
0,632,172
0,804,356
0,274,838
0,910,584
0,81,323
0,344,921
1,471,325
0,795,673
0,871,371
0,825,421
0,840,794
1,403,347
0,255,888
1,424,359
0,798,204
0,684,821
1,346,651
1,512,282
1,303,491
1,481,708
1,496,726
0,105,321
0,249,259
0,275,895
0,936,402
1,654,401
0,913,436
1,423,503
0,135,335
0,97,383
0,469,875
0,78,439
0,837,764
0,899,465
0,452,136
1,602,359
0,665,80
0,808,464
0,127,397
0,640,852
1,351,515
0,745,262
0,875,397
0,487,92
0,268,858
1,495,677
0,886,541
0,714,867
0,535,126
1,459,670
0,410,99
0,822,659
1,382,450
0,49,555
1,419,570
0,817,477
0,863,556
0,836,820
0,372,177
0,489,92
0,699,105
1,633,575
0,921,682
1,618,559
0,804,217
0,216,705
0,328,888
0,91,660
0,955,440
1,596,399
0,683,815
0,187,436
0,854,414
1,408,543
1,364,644
0,196,308
0,515,44
0,823,798
1,430,455
1,662,574
0,764,188
0,241,239
0,189,817
0,806,390
0,902,691
0,324,212
0,410,927
0,131,575
0,56,614
0,848,230
0,252,203
0,197,665
0,313,847
0,747,176
0,856,694
0,693,169
0,424,909
0,509,136
0,204,615
0,116,716
0,166,616
0,911,531
0,223,798
0,70,505
0,890,342
0,756,163
0,225,239
0,379,942
0,816,543
0,337,159
0,896,364
0,812,391
0,157,422
0,106,472
1,357,589
0,243,824
0,874,308
0,798,607
1,666,636
0,833,424
1,643,637
1,414,341
0,866,721
0,347,898
0,646,170
1,544,285
1,359,618
0,850,433
0,816,621
1,468,641
0,641,103
0,614,177
1,531,588
0,676,81
0,921,679
1,631,395
1,462,700
0,795,180
0,290,890
0,523,140
0,694,226
0,408,943
0,341,192
0,198,670
0,816,723
0,105,485
0,199,655
0,138,337
0,766,877
1,641,575
0,161,228
0,794,270
0,97,738
0,164,692
0,136,561
0,447,50
1,389,378
0,257,248
0,198,436
0,335,134
0,285,872
0,277,236
0,827,272
1,587,335
0,756,789
0,859,308
0,698,227
0,128,514
0,644,932
1,518,299
1,667,457
0,882,663
0,36,535
1,552,585
1,576,389
1,385,471
0,149,712
0,384,57
1,336,457
0,910,451
0,564,87
0,122,702
0,577,138
0,674,130
1,610,703
0,913,540
0,832,602
1,333,453
0,466,52
0,906,586
0,773,832
1,357,624
0,90,336
0,799,653
0,946,484
0,816,694
0,338,99
0,682,872
0,503,873
0,800,692
0,877,644
0,113,700
0,708,189
0,372,864
1,303,470
0,606,874
0,685,915
0,482,881
1,659,649
1,398,675
0,716,827
0,536,913
0,476,113
0,829,469
0,205,744
0,632,859
0,114,743
0,794,268
0,250,871
0,81,593
0,883,284
0,115,642
0,71,528
0,757,248
0,804,214
1,309,434
1,340,422
1,388,352
1,626,336
0,884,518
1,540,707
1,596,618
0,532,905
1,395,356
1,712,490
0,304,913
0,639,867
1,380,520
1,315,578
0,188,349
1,424,508
1,542,396
0,803,614
0,792,193
0,292,127
0,458,110
0,808,738
