y,alpha,beta
0,589112,536573
0,582057,543124
0,690968,555952
1,609030,552436
0,632125,541413
0,603445,630598
0,628264,616214
1,577242,574073
1,604090,574392
0,607911,576556
0,600665,638890
1,600117,539079
0,631182,565466
1,695646,652231
1,619445,567491
1,613191,571942
1,567428,580005
1,590583,623314
1,606289,670243
0,585175,574133
0,634967,579020
1,614615,574437
0,593061,579188
0,606933,576409
1,606587,573873
1,594084,629464
1,683697,581516
0,601530,577183
1,603055,589818
1,616561,619007
1,607463,477085
1,611581,572630
0,579712,568354
0,602887,595245
1,600039,557139
1,605913,579526
0,579773,568698
1,606324,544357
1,605958,573728
1,606144,575076
0,667472,570571
1,580048,565009
1,597802,576113
1,610263,574422
1,603855,575180
1,624369,532153
1,599870,591110
1,577167,617095
1,658403,611332
1,563460,480559
1,610980,522819
1,569422,567790
1,627727,578737
1,592804,584539
0,540783,626497
0,591823,639096
1,637323,549567
0,638078,629421
0,611315,560757
0,647103,573853
1,522993,595581
1,601187,531825
1,533799,564377
0,649034,528813
0,620975,564344
0,622407,583192
0,597026,642918
1,551291,576721
1,608768,610525
1,697959,614701
1,658281,582264
1,546632,599204
0,672565,564468
1,636500,587401
1,696144,548705
1,533551,582247
0,526802,551524
0,553038,606418
0,696601,603624
1,588964,597435
0,716139,621721
0,608529,586311
1,557378,567033
1,589994,610890
0,589344,563119
0,624415,515911
1,565483,551512
0,584895,574666
0,582777,542670
0,639394,576728
1,608298,573748
1,663578,586265
0,628080,562986
0,597421,554767
0,595193,576508
0,658103,572250
1,659529,498474
0,606415,581386
1,641976,577433
0,587466,564953
1,589180,595099
1,601885,573083
1,580561,528916
1,621726,578003
1,558817,576255
1,620213,574468
1,594010,570095
1,541976,512639
1,593840,578685
0,602667,575857
0,631446,561156
1,596481,567449
0,611318,581584
0,568546,564911
1,593865,572987
1,597017,575588
0,578804,573582
1,673750,594081
1,592714,553958
1,594029,586701
0,668502,563937
0,629533,537542
1,801539,318482
1,801667,318542
1,814045,332998
1,800479,321640
0,757470,224976
0,844536,424646
0,797105,316002
1,779956,271501
1,797205,313318
1,801323,316240
1,783666,262902
1,806131,312752
1,830658,368694
0,802482,335269
1,801910,325434
1,808062,337340
1,789833,304422
0,803603,327255
1,800865,312968
0,802237,318526
1,803959,315173
0,800123,312312
1,780927,285057
1,797242,324588
1,801551,320544
1,809182,319115
0,801931,317202
1,870801,476330
1,820327,352701
1,801093,317509
1,798523,324500
0,805237,318655
1,803375,311620
0,801441,323812
1,797313,317527
1,788220,301915
1,790395,300024
1,817135,349925
1,797787,301470
1,804630,332333
1,808710,330379
1,802111,320817
0,796375,309563
1,819768,346596
1,814605,354382
0,800565,319364
1,802089,313456
0,814401,341234
1,796609,319691
1,776131,248465
1,803464,329093
0,802646,317894
1,809550,327365
0,795322,311178
0,830450,393096
0,778414,260729
0,800041,318331
1,802814,320130
1,802738,312234
0,823913,369439
0,803386,318982
0,812869,346251
1,798904,324420
0,800447,331643
1,807446,342555
1,804251,329956
0,797594,302109
0,803448,314797
1,765502,240340
0,795527,315510
0,794640,313497
0,808717,335740
0,790932,305223
0,816852,352965
1,826228,376658
0,795299,312036
0,808686,332209
1,809594,344872
0,799275,324108
0,878184,487392
1,798472,322218
0,824822,367091
0,746769,205186
1,756701,207223
1,795489,287279
1,800483,320713
0,783491,288029
1,797162,306135
1,800272,316170
1,806827,324616
1,802853,314938
0,800804,316615
1,813173,354777
1,801588,319814
1,797400,315778
1,823840,368410
1,811391,343836
0,801055,321833
1,804038,306622
0,803780,334441
1,834173,386159
0,802784,313853
1,807293,347456
0,817119,336333
1,786635,269352
0,824624,381716
1,797415,319840
0,800772,325023
0,806626,318966
0,800845,311838
1,769386,259892
1,797272,324228
1,807409,325526
0,795836,291870
0,798321,319665
1,805372,313397
1,790738,308028
1,800667,315995
1,795205,316433
0,809054,345541
1,808452,320117
0,779897,279572
1,782642,275308
1,797569,321799
1,801751,318110
1,787644,297715
0,807401,314610
1,800677,310656
0,800394,301473
1,795571,310093
0,814158,335578
1,811913,325091
1,806982,316680
1,775604,274485
0,800133,327081
1,806511,313841
0,803796,314893
0,802012,318315
1,826789,377676
1,814108,344096
1,804354,309671
1,807017,330432
1,803774,334756
0,817410,346944
1,841928,398948
1,816145,349032
0,818622,370753
1,786245,292352
0,784164,285702
0,805390,319676
1,790774,303642
0,803277,319525
1,833182,379714
0,773023,251826
0,801609,320399
0,778965,282290
1,814317,333112
1,805080,323708
1,801080,318049
1,799724,318884
1,798059,316113
1,806176,320301
1,769876,257669
0,825716,373098
0,791983,298565
1,801386,313545
1,804871,317801
0,810903,332925
1,838276,395673
0,810543,341180
1,777978,252419
0,820258,351165
0,801997,319385
1,779437,281959
1,810253,323873
1,794826,309589
1,814280,344223
0,832651,373469
0,794142,306704
1,802041,319504
1,804190,320706
1,798983,325682
1,840462,402858
0,799912,323363
0,804119,328544
1,804358,320802
0,803057,331037
0,803031,325811
1,784151,283760
1,800444,311497
1,802004,317772
1,803470,319069
0,811277,335577
0,803332,315488
1,800037,317963
0,813436,360446
0,800694,316789
1,838129,404012
1,764997,249477
0,800316,311699
1,806848,320541
0,805462,317833
1,798308,312788
1,802655,316263
1,801456,320080
0,801309,318213
1,840886,397888
1,829529,375007
1,830805,370801
1,804979,334141
1,804013,316083
0,808489,317021
1,770113,241615
1,804332,319006
1,833661,389733
1,797834,297329
1,794956,309980
0,801232,307078
1,809552,342258
1,794615,305632
0,809259,345634
0,811502,355939
0,801301,316893
0,803370,318247
1,804702,315881
0,797009,293194
0,813791,334609
1,812965,330224
1,826048,374236
1,800959,322309
0,803405,317316
1,802254,320673
1,783116,265635
0,798633,317300
0,801482,327644
1,798612,326404
0,799001,302014
0,802537,312497
1,799794,315080
1,793892,313943
1,804691,332987
0,793855,298525
0,796952,318633
1,800655,320227
1,801780,318992
1,805977,320805
0,796916,323332
0,820904,351763
0,808405,318841
1,765283,249459
0,824212,363776
0,798981,311092
1,797178,310439
0,800582,316980
0,803839,310353
1,796283,315582
0,801145,317601
0,801662,318423
0,801782,318281
0,803377,319212
0,803932,318781
0,806192,337849
1,789583,287700
1,801586,318947
0,804251,331304
1,799667,316830
0,759789,229116
1,799021,326404
1,793684,312065
1,806320,315242
0,786234,267976
1,821151,366545
0,801903,312794
1,782506,279930
0,803627,319323
1,794991,291216
0,794667,315069
1,799291,317500
1,798243,324160
0,804408,337683
1,818119,348676
1,810502,336169
0,793560,285392
0,801326,315779
0,808644,326320
1,813645,328765
1,800966,317165
0,797111,302781
0,802431,322048
1,811061,333595
1,786719,283364
1,773955,239849
0,803701,321815
1,783110,289805
0,800235,316652
1,807421,317527
0,797947,319734
1,805035,317469
0,801166,322298
1,846693,429031
0,801493,322249
1,806087,326636
1,810657,329468
0,801313,300606
1,800390,309948
1,801634,318965
1,799197,314215
0,795254,296488
0,807696,320548
0,800461,326821
0,801174,320442
1,809781,326904
1,826585,366934
1,804429,312164
1,788005,292268
0,801183,316191
0,378274,816341
1,406233,813072
0,401478,785370
0,448651,847994
1,434440,822866
1,369199,734895
1,413241,771595
0,369418,733394
0,378563,789670
1,424190,780052
1,415993,776671
1,421352,799127
1,432656,783776
0,383032,788008
0,414377,771258
1,425260,773661
1,469139,810971
1,442979,803024
0,347079,803582
1,412797,803180
1,352874,807952
1,442286,755194
1,416433,786159
1,419700,793447
0,422961,821595
1,400008,789447
0,429586,775621
1,457561,788245
0,415417,785827
0,389552,750700
1,415598,786499
1,443447,783977
0,404792,749210
0,389392,730768
1,473485,847098
0,491614,778997
0,437483,785130
1,452570,848127
1,417197,778243
1,405986,787439
1,437568,794323
1,420319,794333
0,418963,746595
1,469422,822619
1,397688,762902
0,418149,790096
1,407289,798870
0,360319,778673
1,473799,795167
1,445199,763833
1,446537,828924
0,410019,732704
1,396540,815936
0,407694,718592
1,417091,792545
1,442260,754050
0,411526,784658
0,407814,765816
1,394022,803914
1,481133,781413
1,396118,794614
1,458538,786673
0,419721,789724
1,424476,781552
1,377720,727349
1,448336,789445
1,412227,787450
0,408745,824896
1,417016,774869
0,395274,786698
1,412541,806622
1,412109,735920
0,407023,787385
1,376660,815936
1,396548,784388
1,508535,830710
0,414014,816460
0,440782,782395
0,436951,814456
1,393758,750953
1,418410,795929
0,425991,787029
0,414562,787355
0,408712,803987
0,377858,811790
1,417169,792321
1,460371,780609
1,388873,746909
0,395641,808571
0,386436,791388
0,440667,768761
0,438437,730300
1,370839,727884
0,422917,781112
0,391555,789079
1,402666,814060
1,474368,812039
1,406176,760860
1,463768,793154
1,446307,796523
1,402309,786873
1,413946,786971
1,425053,790566
1,416926,785113
0,424023,737453
1,417447,782955
1,415672,787824
0,416019,787562
0,417515,787648
1,459230,803720
1,447833,819282
1,418199,851439
1,417393,771537
0,441415,780207
1,399634,751940
0,373360,784232
0,419227,779215
0,434717,808225
0,397669,792218
1,412028,773494
1,407504,803363
1,365147,790525
1,459328,805961
1,429472,860855
0,480128,785580
0,344915,702496
1,410969,770451
1,407460,791404
1,420476,750495
1,397747,792207
0,408428,771823
0,397806,749559
1,426040,825049
0,407565,766203
1,414317,828815
1,410610,765111
1,412388,784064
0,406337,750353
0,422419,754048
1,416039,730594
1,414512,793966
1,398478,822297
0,424375,721868
1,403890,792420
1,400902,772920
0,402367,782997
1,472917,830363
1,418621,840463
0,329002,727685
0,418618,811618
1,425356,745471
1,470922,770669
0,400598,790903
0,412851,774986
1,492415,829655
1,400079,749617
1,417673,785965
1,424720,768456
0,386415,801444
1,426689,788562
0,430747,776261
0,405714,781619
1,429220,787348
1,427850,762201
0,434080,785264
0,473514,788780
0,412386,777312
0,430686,844506
1,409142,811927
0,422198,724557
0,392185,713763
0,412677,786951
0,399149,784376
1,382693,749680
1,527515,831478
1,448519,805219
1,430779,770145
1,413556,758080
1,392140,769924
0,416855,794023
1,389713,772742
1,398498,776720
0,473727,807244
0,389410,788256
0,377230,790154
1,415564,784464
0,456799,844976
0,444336,820061
1,404359,783919
0,453154,776082
0,425019,759577
1,415895,775793
1,420083,787815
0,506612,858859
1,436648,859634
0,403522,785432
1,401407,759648
0,403852,792473
1,367398,701756
1,412453,784453
0,382124,786262
1,416884,786845
0,448865,836781
0,383821,808301
1,414249,796590
1,457338,789952
1,396276,785999
1,390282,789593
1,409417,758123
0,397561,815245
1,397137,742547
1,402891,801910
1,385257,791581
1,409628,833942
1,369249,797068
0,460942,779073
0,423146,737571
1,420509,788730
1,422736,790806
0,401492,790336
1,394018,799506
0,385140,796221
1,430243,781020
1,416775,806826
0,425796,795608
0,411488,837715
0,433989,765343
1,415806,783594
1,417023,771194
0,415270,775605
1,391163,811977
0,405350,762342
1,414860,773921
1,371779,814715
1,415631,805010
0,387951,813315
1,472691,802678
1,471930,844046
0,432892,815223
1,366654,802105
0,411721,717873
1,426115,814461
1,375997,806621
0,385561,718324
1,375573,809249
0,437958,784801
0,363857,784086
0,430138,818594
0,435085,791564
1,414036,742189
0,425611,793420
1,439793,740773
1,467107,817914
0,387631,749416
0,430001,765803
0,384225,784381
1,417146,822655
0,427371,819417
1,399587,792459
0,474648,778810
0,345692,788190
0,409515,756149
0,469782,780552
1,468229,827985
0,414951,852935
1,409701,750741
1,442826,795974
0,459556,818479
1,423311,813081
1,476144,772131
1,391976,789416
1,448649,813885
0,496658,816784
1,410336,767856
0,430167,811490
1,357467,797530
0,404220,785798
0,446368,763341
1,439514,758221
1,424145,743433
1,470062,771204
1,421187,779726
0,396617,801039
1,394708,739061
0,394912,755947
0,425950,788228
1,408283,806161
0,419520,778231
0,441950,785934
1,409814,836083
1,395817,788858
1,422776,808328
0,363959,810632
1,422943,804253
1,407626,771304
1,347933,797148
1,457554,795861
1,394274,837428
0,445674,768552
0,416359,786189
0,419485,804779
1,376176,795539
1,349378,805118
1,456566,743012
1,484407,809641
1,403329,717870
1,392795,817694
0,372621,772258
0,461751,817277
0,489182,773934
0,427388,815258
1,418155,819422
1,437035,755506
0,416444,783624
1,777811,751059
1,823974,725025
0,749723,781756
1,875160,698897
1,828194,742074
1,800913,749332
1,831165,783383
0,793019,764859
0,810467,706465
0,803540,754792
0,844662,654835
0,803962,731228
1,823065,733789
1,822156,732296
1,811389,723618
0,779936,774397
1,854769,713941
0,803457,735855
0,790712,745884
1,815652,733433
0,841289,701474
0,832054,751330
1,786032,701427
1,824835,704997
0,832886,781206
0,818063,797960
1,857620,709386
1,828589,652430
0,836727,737798
1,776000,780347
0,824098,714042
0,830583,710990
0,862189,735684
0,815131,704478
1,828478,655405
1,784838,771499
0,880362,706363
1,767482,727417
1,825070,734215
1,813781,738344
0,840863,737972
0,840943,739611
1,828276,762021
0,822883,728314
0,854886,769396
0,829623,732301
0,835428,731189
1,818338,800932
1,823417,701523
1,812152,689907
0,829969,699565
1,861563,661642
0,816955,747629
0,774526,757135
0,803577,712231
0,798056,714380
0,881789,727577
1,858867,700187
1,834996,728517
1,839121,736259
0,841045,738224
1,840100,728839
1,874544,686096
1,862334,747768
0,820253,714625
0,817862,732248
1,844729,682981
0,846484,719360
1,793669,724513
0,821906,732848
0,207980 ,347181
0,206924 ,347641
0,210286 ,348455
0,210596 ,351578
0,211653 ,352872
0,211596 ,343736
0,205492 ,347966
0,209357 ,345260
0,209239 ,353586
0,202591 ,354189
0,205841 ,347416
0,212441 ,352860
0,206520 ,351279
0,210768 ,351193
0,204437 ,352241
0,210932 ,352359
0,212788 ,350927
0,213611 ,347969
0,208624 ,354546
0,206900 ,346464
0,212480 ,349914
0,209858 ,348843
0,210182 ,353134
0,213886 ,354096
0,215775 ,354629
0,207233 ,354136
0,208453 ,345369
0,210268 ,351161
0,212123 ,350240
0,214244 ,348438
0,211795 ,350752
0,208645 ,348871
0,213170 ,346416
0,211839 ,347646
0,209488 ,346907
0,211878 ,347354
0,210638 ,349641
0,215766 ,351196
0,209207 ,346824
0,214007 ,345511
0,213752 ,347050
0,208314 ,351736
0,212151 ,352926
0,212841 ,345799
0,215178 ,351612
0,205900 ,348155
0,207451 ,346800
0,210509 ,350931
0,202517 ,344865
0,205173 ,345169
0,204282 ,348211
0,212213 ,342906
0,208007 ,347230
0,219493 ,346711
0,212566 ,344625
0,212576 ,347447
0,209494 ,350056
0,209011 ,348886
0,212577 ,357150
0,213731 ,349808
0,214615 ,347639
0,214349 ,352639
0,213455 ,352267
0,209922 ,346996
0,209917 ,349596
0,207220 ,345997
0,209575 ,348759
0,211241 ,349085
0,205600 ,356155
0,208709 ,351981
0,208711 ,346127
0,210296 ,345457
0,208966 ,347622
0,208978 ,350955
0,205861 ,355457
0,206336 ,347676
0,205906 ,349023
0,210975 ,345080
0,211367 ,353915
0,204077 ,351250
0,206447 ,352398
0,208832 ,352177
0,211718 ,343592
0,210661 ,353585
0,212721 ,350053
0,205722 ,347625
0,207925 ,348333
0,205728 ,352986
0,210283 ,356008
0,207424 ,352931
0,212411 ,355933
0,204658 ,347749
0,210255 ,345214
0,203162 ,348073
0,207125 ,346303
0,209751 ,346477
0,211259 ,348931
0,211050 ,345378
0,204441 ,346583
0,211494 ,349791
0,212528 ,350596
0,207475 ,347246
0,213213 ,349475
0,208222 ,349719
0,207319 ,348594
0,210591 ,352259
0,212077 ,347347
0,211462 ,351571
0,210942 ,354818
0,211871 ,355439
0,209018 ,348250
0,212170 ,351791
0,211968 ,347113
0,205066 ,350981
0,208169 ,344556
0,212985 ,344870
0,208857 ,346989
0,208052 ,344032
0,209188 ,351493
0,212936 ,350516
0,206027 ,352712
0,212469 ,351213
0,212530 ,352299
0,211612 ,347056
0,207941 ,352523
0,206430 ,349556
0,212879 ,348218
0,211297 ,353711
0,210386 ,352385
0,210572 ,349467
0,211290 ,350999
0,211157 ,348932
0,213786 ,347714
0,212096 ,350869
0,210277 ,349174
0,213096 ,349083
0,215998 ,351739
0,210797 ,348579
0,213126 ,349284
0,206550 ,354899
0,213634 ,343215
0,208205 ,347410
0,208934 ,345897
0,212163 ,356625
0,208712 ,349064
0,203107 ,354464
0,203722 ,349934
0,205620 ,349756
0,211727 ,346468
0,208425 ,346465
0,208949 ,349672
0,206599 ,347699
0,215940 ,357099
0,209235 ,346328
0,207449 ,354123
0,210817 ,351418
0,205030 ,348431
0,208349 ,346580
0,210313 ,347678
0,216608 ,348526
0,210945 ,345847
0,210991 ,354897
0,212462 ,347683
0,213288 ,346499
0,208307 ,349884
0,211129 ,350176
0,204641 ,345111
0,211501 ,348657
0,206420 ,350407
0,209488 ,353997
0,210652 ,348961
0,207326 ,352633
0,214037 ,345310
0,208370 ,348559
0,208002 ,350341
0,212145 ,342605
0,214170 ,351124
0,210561 ,348094
0,206671 ,346169
0,213295 ,354027
0,207615 ,350688
0,203595 ,346989
0,206857 ,348527
0,214875 ,345952
0,216513 ,347338
0,210682 ,354365
0,210292 ,356340
0,204371 ,351825
0,204319 ,347113
0,212372 ,351318
0,209210 ,348214
0,207532 ,347535
0,208349 ,352945
0,208505 ,356123
0,209608 ,350828
0,206544 ,352747
0,210661 ,347876
0,210880 ,349245
0,212610 ,349195
0,208412 ,354014
0,215024 ,349094
0,208952 ,349969
0,211698 ,352071
0,208554 ,348502
0,215399 ,347620
0,208492 ,349155
0,212935 ,348036
0,208873 ,348177
0,212988 ,353050
0,213451 ,349994
0,209495 ,352533
0,208944 ,345609
0,208223 ,349516
0,209397 ,346028
0,208632 ,349822
0,204054 ,345711
0,209142 ,350926
0,210921 ,352704
0,207620 ,348418
0,207963 ,350315
0,208081 ,352506
0,209874 ,352049
0,207412 ,349887
0,206063 ,344397
0,214880 ,349076
0,208237 ,343559
0,211713 ,348991
0,206294 ,352404
0,216250 ,352115
0,210029 ,357638
0,213684 ,349761
0,212439 ,352470
0,209974 ,350339
0,210995 ,347150
0,208033 ,349902
0,210357 ,348242
0,212706 ,347369
0,208307 ,347934
0,208198 ,349189
0,209352 ,358253
0,212405 ,348576
0,206885 ,347512
0,206676 ,347391
0,209080 ,349904
0,209162 ,353527
0,212182 ,346566
0,213407 ,342617
0,206627 ,349393
0,203977 ,352533
0,205033 ,341906
0,206211 ,352046
0,205923 ,353527
0,209723 ,350521
0,208695 ,343704
0,215076 ,350571
0,212334 ,352009
0,209918 ,352609
0,206083 ,351839
0,210496 ,352357
0,211095 ,353651
0,211406 ,346370
0,208837 ,353139
0,206833 ,344155
0,214958 ,350664
0,208262 ,350855
0,210137 ,353461
0,212193 ,347141
0,210083 ,350581
0,207573 ,353958
0,215172 ,351756
0,201188 ,351496
0,211488 ,350049
0,214762 ,348603
0,209577 ,353126
0,209642 ,351870
0,208047 ,353229
0,217690 ,349341
0,215130 ,350685
0,209894 ,353280
0,209196 ,346569
0,207411 ,351522
0,214862 ,351977
0,204920 ,354377
0,207261 ,355919
0,208614 ,353981
0,206554 ,346114
0,206140 ,344465
0,212237 ,346002
0,209779 ,352258
0,208462 ,348180
0,209188 ,346546
0,209662 ,349374
0,206999 ,349372
0,209332 ,345649
0,207279 ,349806
0,212557 ,346826
0,211547 ,347526
0,208902 ,352731
0,211047 ,348421
0,207307 ,347533
0,208069 ,354526
0,208036 ,353037
0,210655 ,351434
0,210169 ,350998
0,203587 ,346503
0,206900 ,347546
0,208457 ,352317
0,209319 ,350121
0,208376 ,348135
0,212069 ,356722
0,214098 ,348555
0,213185 ,348216
0,211224 ,348566
0,213423 ,342835
0,213740 ,352020
0,211755 ,353502
0,216311 ,352321
0,209200 ,346139
0,211101 ,346195
0,208561 ,352600
0,207990 ,347790
0,206901 ,353322
0,207592 ,346191
0,205941 ,351283
0,209047 ,346873
0,207764 ,348095
0,214924 ,348361
0,211669 ,354107
0,203883 ,351908
0,213696 ,350980
0,208311 ,353882
0,205010 ,346487
0,211680 ,344771
0,213874 ,351760
0,210922 ,350283
0,211277 ,350342
0,207476 ,346835
0,209527 ,352180
0,209689 ,351538
0,209269 ,345766
0,212319 ,350093
0,207556 ,353559
0,208981 ,349607
0,208585 ,356232
0,211312 ,350357
0,213982 ,349623
0,215617 ,346529
0,216614 ,350727
0,206823 ,351562
0,207688 ,355706
0,216141 ,348064
0,211187 ,349457
0,208252 ,350069
0,214431 ,351498
0,205087 ,350862
0,208533 ,354510
0,207035 ,351940
0,213538 ,348592
0,216188 ,358180
0,212346 ,348502
0,214734 ,351810
0,214944 ,355190
0,212203 ,355129
0,208392 ,346665
0,212871 ,349747
0,211044 ,347669
0,206458 ,349207
0,208234 ,349336
0,214730 ,346468
0,206355 ,350828
0,211024 ,351425
0,207592 ,349147
0,211771 ,348774
0,206888 ,348625
0,206026 ,342629
0,210701 ,346378
0,207198 ,346854
0,214140 ,350891
0,211648 ,350867
0,208921 ,348572
0,208904 ,351728
0,203681 ,350162
0,209967 ,352683
0,216906 ,350566
0,210973 ,350395
0,206761 ,351630
0,211058 ,350202
0,212305 ,353597
0,205817 ,347625
0,211666 ,351612
0,214516 ,349980
0,210721 ,351440
0,209050 ,347275
0,206792 ,352191
0,210222 ,342448
0,206803 ,347502
0,208950 ,356705
0,208683 ,355077
0,209850 ,350202
0,211472 ,346972
0,208668 ,348032
0,210220 ,347870
0,204581 ,351223
0,213170 ,355493
0,206865 ,349260
0,209112 ,349745
0,210537 ,349553
0,212830 ,354213
0,207467 ,348867
0,210085 ,351001
0,208141 ,346658
0,206562 ,351972
0,209885 ,346072
0,209461 ,351384
0,209871 ,347038
0,206741 ,359496
0,208373 ,350623
0,211053 ,347551
0,212196 ,349589
0,209145 ,353928
0,216293 ,350679
0,206786 ,344764
0,205761 ,352109
0,215170 ,349892
0,207067 ,346745
0,209402 ,354355
0,206865 ,350306
0,206289 ,346274
0,207554 ,354956
0,209485 ,353443
0,208584 ,345722
0,212742 ,350992
0,208677 ,352325
0,214013 ,348012
0,207399 ,351018
0,205068 ,349126
0,210933 ,349422
0,214175 ,347155
0,209264 ,354161
0,213907 ,351904
0,209230 ,349796
0,207999 ,350430
0,206084 ,354078
0,213386 ,349616
0,205902 ,347418
0,208968 ,351163
0,207536 ,352603
0,207555 ,348547
0,209103 ,345872
0,210453 ,344653
0,210746 ,346512
0,207330 ,354563
0,211078 ,353222
0,211629 ,346480
0,209557 ,349363
0,209281 ,350906
0,206176 ,347536
0,210981 ,351138
0,215206 ,348265
0,212369 ,346737
0,209636 ,346943
0,211823 ,352108
0,210585 ,348700
0,211812 ,348973
0,210390 ,349922
0,210030 ,346933
0,215027 ,348807
0,210390 ,352103
0,212019 ,353328
0,212460 ,350151
0,214196 ,351143
0,209508 ,347514
0,211987 ,348685
0,210207 ,348742
0,208473 ,351495
0,209677 ,349188
0,211911 ,353796
0,207637 ,346549
0,215007 ,351452
0,215957 ,348563
0,207695 ,349853
0,208903 ,350271
0,211460 ,343394
0,211274 ,349473
0,214380 ,348257
0,209774 ,356169
0,215041 ,353796
0,207359 ,349216
0,210254 ,348201
0,211023 ,349419
0,206942 ,350450
0,210187 ,353232
0,209161 ,349632
0,212712 ,352912
0,211726 ,349237
0,215862 ,354220
0,213150 ,348914
0,210325 ,346542
0,451408 ,304435
0,449331 ,302362
0,434794 ,295549
0,434103 ,276164
0,453814 ,287748
0,436957 ,284511
0,441954 ,295230
0,451588 ,275478
0,440330 ,303495
0,430448 ,309617
0,437269 ,285059
0,451578 ,298914
0,432962 ,294831
0,451412 ,295370
0,438419 ,307993
0,430315 ,297650
0,431073 ,294185
0,449095 ,289080
0,443323 ,301083
0,442708 ,302957
0,425177 ,300915
0,451944 ,303651
0,438688 ,307310
0,444161 ,310321
0,453425 ,294242
0,428361 ,300762
0,444286 ,304612
0,426707 ,300399
0,420771 ,303239
0,452900 ,289904
0,440766 ,306249
0,444311 ,295202
0,429948 ,298106
0,443540 ,319516
0,432115 ,299098
0,444838 ,303093
0,431363 ,275182
0,443749 ,308914
0,467224 ,316312
0,448322 ,288526
0,435310 ,297718
0,437649 ,292557
0,424828 ,279786
0,441093 ,286428
0,450577 ,299665
0,451568 ,300326
0,433645 ,306847
0,443676 ,296613
0,443064 ,296700
0,440561 ,315552
0,432945 ,292635
0,432759 ,291845
0,440044 ,305056
0,435813 ,305545
0,435722 ,299619
0,445320 ,300234
0,447144 ,293258
0,439444 ,312236
0,443106 ,302107
0,452482 ,307651
0,434158 ,311158
0,443706 ,307136
0,445008 ,279322
0,437555 ,310760
0,437647 ,294591
0,439804 ,300978
0,432445 ,301628
0,454726 ,283028
0,440051 ,315189
0,432356 ,303017
0,436771 ,306958
0,454578 ,298751
0,422151 ,305040
0,445217 ,299720
0,448515 ,297374
0,447453 ,310713
0,426272 ,299207
0,457920 ,289250
0,436951 ,305651
0,442899 ,292309
0,433808 ,293791
0,439513 ,294491
0,426282 ,311020
0,436347 ,301376
0,431964 ,288819
0,437267 ,296718
0,443401 ,305972
0,440601 ,298220
0,449516 ,295232
0,441073 ,278586
0,412731 ,287774
0,435077 ,299817
0,451179 ,282026
0,450498 ,295321
0,459844 ,295063
0,432581 ,293069
0,453398 ,290719
0,441706 ,308450
0,447070 ,283146
0,443167 ,307288
